epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0361141, 44.8139, 0.831388, 0.0143144
2000, 0.034548, 42.8707, 0.811015, 0.0154577
3000, 0.0337992, 41.9414, 0.784361, 0.0168843
4000, 0.0332817, 41.2993, 0.777505, 0.0163026
5000, 0.0328401, 40.7512, 0.778798, 0.015742
6000, 0.031989, 39.6952, 0.786379, 0.0148532
7000, 0.0313235, 38.8693, 0.792562, 0.0145242
8000, 0.0309196, 38.3681, 0.802144, 0.0141842
9000, 0.0305099, 37.8598, 0.814487, 0.0136827
10000, 0.0300597, 37.3011, 0.825276, 0.0132498
11000, 0.0296776, 36.8269, 0.832488, 0.013035
12000, 0.029359, 36.4316, 0.836628, 0.0130336
13000, 0.0290763, 36.0808, 0.838413, 0.013239
14000, 0.0288061, 35.7455, 0.838411, 0.0136303
15000, 0.028549, 35.4264, 0.837111, 0.014145
16000, 0.0283361, 35.1622, 0.834762, 0.0147663
17000, 0.0282038, 34.9981, 0.831629, 0.0154417
18000, 0.0281646, 34.9495, 0.828287, 0.0160132
19000, 0.028063, 34.8234, 0.825488, 0.0159395
23000, 0.028063, 34.8234, 0.836488, 0.0125194
