epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0355867, 44.1596, 0.81391, 0.0544584
2000, 0.0336182, 41.7169, 0.848453, 0.0794799
3000, 0.0318528, 39.5261, 0.877649, 0.0620447
4000, 0.030811, 38.2333, 0.890299, 0.0416582
5000, 0.0307803, 38.1952, 0.890253, 0.03351
7000, 0.0300707, 37.3147, 0.891246, 0.0332349
8000, 0.0299473, 37.1617, 0.89179, 0.0298442
9000, 0.0297466, 36.9126, 0.893848, 0.0264916
10000, 0.0295064, 36.6144, 0.8966, 0.0239511
11000, 0.0293237, 36.3877, 0.898965, 0.0225105
12000, 0.0292009, 36.2354, 0.900511, 0.0219105
13000, 0.0291128, 36.1261, 0.90153, 0.0216718
14000, 0.0290603, 36.0609, 0.902569, 0.0212359
16000, 0.0281248, 34.9001, 0.907736, 0.0201448
17000, 0.0280389, 34.7935, 0.907389, 0.0201842
18000, 0.0279622, 34.6983, 0.906026, 0.0203308
19000, 0.0277752, 34.4662, 0.906216, 0.02042
20000, 0.0274213, 34.0271, 0.910001, 0.0205539
21000, 0.0271916, 33.7421, 0.912171, 0.0205651
22000, 0.0271068, 33.6368, 0.912451, 0.020372
23000, 0.0270525, 33.5694, 0.912452, 0.0199389
24000, 0.0270015, 33.5062, 0.91282, 0.0193174
25000, 0.0269513, 33.4438, 0.913435, 0.0186649
26000, 0.0268676, 33.34, 0.914558, 0.0178489
27000, 0.026677, 33.1034, 0.915749, 0.0169531
28000, 0.0265041, 32.889, 0.91501, 0.0168445
30000, 0.0252413, 31.322, 0.918311, 0.0165147
32000, 0.0249061, 30.906, 0.924256, 0.0152605
33000, 0.0248837, 30.8781, 0.923137, 0.0155442
34000, 0.0248729, 30.8648, 0.922305, 0.0157281
35000, 0.0248688, 30.8597, 0.921611, 0.0157909
37000, 0.0246996, 30.6497, 0.926533, 0.0146149
38000, 0.0246874, 30.6346, 0.925981, 0.0147734
39000, 0.0246827, 30.6288, 0.925615, 0.0148072
40000, 0.0246765, 30.6211, 0.925328, 0.0148458
41000, 0.02467, 30.613, 0.924939, 0.0148964
43000, 0.02455, 30.4641, 0.928447, 0.0140322
44000, 0.0245435, 30.456, 0.928366, 0.0140716
45000, 0.0245339, 30.4441, 0.928533, 0.0140422
46000, 0.02453, 30.4393, 0.928442, 0.0140638
47000, 0.0245286, 30.4376, 0.927966, 0.0140676
48000, 0.0245273, 30.4359, 0.927586, 0.0141506
50000, 0.0244159, 30.2977, 0.93093, 0.0132943
51000, 0.0244092, 30.2894, 0.930608, 0.0133294
53000, 0.0243293, 30.1902, 0.931478, 0.0130568
54000, 0.024328, 30.1887, 0.931742, 0.013005
56000, 0.0242654, 30.1109, 0.932446, 0.0128611
58000, 0.0242247, 30.0604, 0.933112, 0.0126765
60000, 0.0242207, 30.0554, 0.933823, 0.0126043
62000, 0.0242207, 30.0554, 0.933789, 0.0126589
