epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0383166, 47.5471, 0.847246, 0.0242841
2000, 0.0365169, 45.3138, 0.870486, 0.0209788
3000, 0.0349313, 43.3462, 0.884924, 0.0198542
4000, 0.0331057, 41.0809, 0.883056, 0.0209478
5000, 0.0319823, 39.6868, 0.873897, 0.0213502
6000, 0.0313458, 38.897, 0.871873, 0.0207177
7000, 0.0307469, 38.1539, 0.875079, 0.0192003
8000, 0.0300522, 37.2917, 0.881978, 0.0167533
9000, 0.0294602, 36.5571, 0.88932, 0.0141242
10000, 0.0290853, 36.0919, 0.89769, 0.0131687
11000, 0.0287528, 35.6794, 0.908232, 0.0127674
12000, 0.028623, 35.5182, 0.914539, 0.0127444
14000, 0.0278708, 34.5848, 0.925086, 0.0117679
15000, 0.0277501, 34.4351, 0.925751, 0.0120809
16000, 0.0276592, 34.3223, 0.926247, 0.01233
17000, 0.027637, 34.2948, 0.925948, 0.0125952
19000, 0.0269234, 33.4092, 0.931233, 0.0116011
20000, 0.0269222, 33.4078, 0.929367, 0.0119503
22000, 0.0263596, 32.7096, 0.932593, 0.0111158
24000, 0.0260131, 32.2796, 0.933598, 0.0108255
25000, 0.0260001, 32.2635, 0.932791, 0.0109438
26000, 0.0259942, 32.2562, 0.932098, 0.011015
28000, 0.0257415, 31.9426, 0.931776, 0.0109317
29000, 0.0257401, 31.9409, 0.931223, 0.0109671
30000, 0.025735, 31.9345, 0.931167, 0.0109857
32000, 0.0255767, 31.7381, 0.931339, 0.0108802
33000, 0.0255758, 31.737, 0.93038, 0.0110377
34000, 0.0255753, 31.7364, 0.929448, 0.0111079
35000, 0.0255745, 31.7355, 0.929553, 0.0110997
37000, 0.0254634, 31.5976, 0.929785, 0.0110623
39000, 0.025453, 31.5846, 0.929637, 0.0111183
41000, 0.025453, 31.5846, 0.929175, 0.0111987
