epoch, rmse, rmse-dn
305000, 0.0268429, 33.3094
306000, 0.0268379, 33.3031
307000, 0.0268336, 33.2978
308000, 0.0268289, 33.292
309000, 0.0268245, 33.2866
310000, 0.0268202, 33.2812
311000, 0.0268155, 33.2754
312000, 0.0268112, 33.2701
313000, 0.0268058, 33.2633
314000, 0.0268011, 33.2575
315000, 0.0267958, 33.2509
316000, 0.0267906, 33.2444
317000, 0.0267856, 33.2382
318000, 0.0267807, 33.2321
319000, 0.0267762, 33.2266
320000, 0.0267708, 33.2198
321000, 0.0267663, 33.2143
322000, 0.0267617, 33.2086
323000, 0.0267566, 33.2022
324000, 0.0267514, 33.1958
325000, 0.0267459, 33.189
326000, 0.0267406, 33.1824
327000, 0.0267355, 33.1761
328000, 0.0267302, 33.1695
329000, 0.0267247, 33.1626
330000, 0.0267194, 33.1561
331000, 0.0267149, 33.1505
332000, 0.02671, 33.1445
333000, 0.0267051, 33.1384
334000, 0.0267012, 33.1335
335000, 0.0266961, 33.1272
336000, 0.0266926, 33.1228
337000, 0.0266887, 33.118
338000, 0.0266851, 33.1135
339000, 0.0266816, 33.1092
340000, 0.0266775, 33.1041
341000, 0.0266731, 33.0986
342000, 0.0266692, 33.0938
343000, 0.026665, 33.0886
344000, 0.0266601, 33.0826
345000, 0.0266559, 33.0773
346000, 0.0266522, 33.0727
347000, 0.0266482, 33.0678
348000, 0.0266439, 33.0624
349000, 0.0266398, 33.0574
350000, 0.0266362, 33.0529
351000, 0.0266323, 33.048
352000, 0.0266285, 33.0433
353000, 0.0266244, 33.0383
354000, 0.0266202, 33.033
355000, 0.0266164, 33.0283
356000, 0.0266127, 33.0237
357000, 0.0266089, 33.019
358000, 0.0266054, 33.0147
359000, 0.0266022, 33.0107
360000, 0.0265998, 33.0077
361000, 0.0265974, 33.0047
362000, 0.0265937, 33.0001
363000, 0.0265902, 32.9958
364000, 0.0265864, 32.991
365000, 0.0265823, 32.9859
366000, 0.0265786, 32.9814
367000, 0.0265755, 32.9776
368000, 0.0265724, 32.9737
369000, 0.0265695, 32.9701
370000, 0.0265669, 32.9669
371000, 0.0265632, 32.9623
372000, 0.0265595, 32.9577
373000, 0.026556, 32.9533
374000, 0.0265531, 32.9498
375000, 0.0265493, 32.9451
376000, 0.0265457, 32.9405
377000, 0.0265424, 32.9365
378000, 0.0265392, 32.9325
379000, 0.0265366, 32.9293
380000, 0.0265337, 32.9257
381000, 0.0265312, 32.9225
382000, 0.0265279, 32.9185
383000, 0.0265248, 32.9147
384000, 0.0265217, 32.9107
385000, 0.0265186, 32.907
386000, 0.0265153, 32.9029
387000, 0.0265121, 32.8988
388000, 0.0265095, 32.8957
389000, 0.0265068, 32.8923
390000, 0.0265043, 32.8892
391000, 0.0265018, 32.8861
392000, 0.026499, 32.8826
393000, 0.0264964, 32.8794
394000, 0.0264943, 32.8768
395000, 0.0264921, 32.8741
396000, 0.0264897, 32.8711
397000, 0.0264876, 32.8684
398000, 0.026485, 32.8652
399000, 0.0264826, 32.8623
400000, 0.0264799, 32.8589
401000, 0.0264773, 32.8557
402000, 0.0264752, 32.8531
403000, 0.0264716, 32.8486
404000, 0.026469, 32.8454
405000, 0.0264665, 32.8422
406000, 0.026464, 32.8392
407000, 0.0264619, 32.8366
408000, 0.0264591, 32.8331
409000, 0.0264568, 32.8302
410000, 0.0264549, 32.8279
411000, 0.0264527, 32.8252
412000, 0.0264507, 32.8227
413000, 0.0264488, 32.8203
414000, 0.0264465, 32.8174
415000, 0.0264448, 32.8153
416000, 0.0264432, 32.8133
417000, 0.0264406, 32.8102
418000, 0.0264385, 32.8075
419000, 0.0264365, 32.805
420000, 0.0264344, 32.8024
421000, 0.0264318, 32.7993
422000, 0.0264295, 32.7964
423000, 0.0264276, 32.794
424000, 0.0264255, 32.7914
425000, 0.026424, 32.7896
426000, 0.026422, 32.7871
427000, 0.0264207, 32.7854
428000, 0.0264187, 32.7829
429000, 0.0264171, 32.7809
430000, 0.0264151, 32.7785
431000, 0.026413, 32.7759
432000, 0.0264107, 32.773
433000, 0.0264088, 32.7706
434000, 0.026406, 32.7672
435000, 0.0264034, 32.764
436000, 0.0264008, 32.7608
437000, 0.0263991, 32.7586
438000, 0.0263976, 32.7568
439000, 0.0263965, 32.7554
440000, 0.0263945, 32.753
441000, 0.0263923, 32.7503
442000, 0.0263905, 32.748
443000, 0.0263883, 32.7452
444000, 0.0263868, 32.7433
445000, 0.0263855, 32.7417
446000, 0.0263837, 32.7395
447000, 0.0263821, 32.7376
448000, 0.0263803, 32.7353
449000, 0.0263795, 32.7343
450000, 0.0263783, 32.7329
451000, 0.0263775, 32.7318
452000, 0.0263762, 32.7302
453000, 0.0263745, 32.7282
454000, 0.0263729, 32.7261
455000, 0.0263704, 32.723
456000, 0.0263684, 32.7205
457000, 0.0263657, 32.7172
458000, 0.0263633, 32.7142
459000, 0.02636, 32.7101
460000, 0.0263575, 32.707
461000, 0.0263553, 32.7043
462000, 0.0263533, 32.7018
463000, 0.0263516, 32.6996
464000, 0.0263498, 32.6975
465000, 0.0263489, 32.6964
466000, 0.0263481, 32.6954
467000, 0.0263475, 32.6946
468000, 0.026345, 32.6915
469000, 0.0263431, 32.6892
470000, 0.0263424, 32.6883
471000, 0.0263401, 32.6855
472000, 0.0263387, 32.6837
473000, 0.0263364, 32.6809
474000, 0.0263348, 32.6788
475000, 0.0263327, 32.6762
476000, 0.0263315, 32.6748
477000, 0.0263297, 32.6725
478000, 0.0263273, 32.6696
479000, 0.0263259, 32.6678
480000, 0.0263236, 32.6649
481000, 0.0263222, 32.6632
482000, 0.0263207, 32.6614
483000, 0.0263197, 32.6601
484000, 0.0263189, 32.6592
485000, 0.0263175, 32.6574
486000, 0.0263154, 32.6548
487000, 0.0263145, 32.6536
488000, 0.0263138, 32.6528
489000, 0.0263135, 32.6524
490000, 0.0263133, 32.6522
491000, 0.0263131, 32.6519
492000, 0.0263121, 32.6507
493000, 0.0263112, 32.6496
494000, 0.0263103, 32.6484
495000, 0.0263103, 32.6484
496000, 0.026309, 32.6468
497000, 0.0263085, 32.6462
498000, 0.0263072, 32.6446
499000, 0.0263054, 32.6424
500000, 0.0263028, 32.6391
501000, 0.0263003, 32.636
502000, 0.026298, 32.6332
503000, 0.0262975, 32.6326
504000, 0.0262966, 32.6314
505000, 0.0262958, 32.6305
506000, 0.026295, 32.6295
507000, 0.0262947, 32.6291
508000, 0.0262945, 32.6289
509000, 0.0262936, 32.6278
