epoch, stepParameter
1000, 0.11
2000, 0.121
3000, 0.1331
4000, 0.14641
5000, 0.161051
6000, 0.177156
7000, 0.194872
8000, 0.214359
9000, 0.235795
10000, 0.259374
11000, 0.285312
12000, 0.313843
13000, 0.345227
14000, 0.37975
15000, 0.417725
16000, 0.459497
17000, 0.505447
18000, 0.555992
19000, 0.611591
20000, 0.67275
21000, 0.740025
22000, 0.814028
23000, 0.895431
24000, 0.984974
25000, 1.08347
26000, 1.19182
27000, 1.311
28000, 1.4421
29000, 0.72105
30000, 0.793155
31000, 0.872471
32000, 0.436235
33000, 0.479859
34000, 0.527845
35000, 0.580629
36000, 0.290315
37000, 0.319346
38000, 0.351281
39000, 0.386409
40000, 0.42505
41000, 0.212525
42000, 0.233777
43000, 0.257155
44000, 0.282871
45000, 0.311158
46000, 0.155579
47000, 0.171137
48000, 0.18825
49000, 0.207075
50000, 0.227783
51000, 0.113892
52000, 0.125281
53000, 0.137809
54000, 0.15159
55000, 0.166749
56000, 0.183423
57000, 0.201766
58000, 0.100883
59000, 0.110971
60000, 0.122068
61000, 0.134275
62000, 0.147703
63000, 0.162473
64000, 0.1
65000, 0.11
66000, 0.121
67000, 0.1331
68000, 0.14641
69000, 0.161051
70000, 0.1
71000, 0.11
72000, 0.121
73000, 0.1331
74000, 0.14641
75000, 0.1
76000, 0.11
77000, 0.121
78000, 0.1331
79000, 0.14641
80000, 0.161051
81000, 0.177156
82000, 0.1
83000, 0.11
84000, 0.121
85000, 0.1331
86000, 0.14641
87000, 0.161051
88000, 0.177156
89000, 0.194872
90000, 0.214359
91000, 0.235795
92000, 0.117897
93000, 0.129687
94000, 0.142656
95000, 0.156921
96000, 0.172614
97000, 0.189875
98000, 0.208862
99000, 0.229749
100000, 0.114874
101000, 0.126362
102000, 0.138998
103000, 0.152898
104000, 0.168188
105000, 0.185006
106000, 0.1
107000, 0.11
108000, 0.121
109000, 0.1331
110000, 0.14641
111000, 0.161051
112000, 0.177156
113000, 0.1
114000, 0.11
115000, 0.121
116000, 0.1331
117000, 0.14641
118000, 0.161051
119000, 0.1
120000, 0.11
121000, 0.121
122000, 0.1331
123000, 0.14641
124000, 0.161051
125000, 0.1
126000, 0.11
127000, 0.121
128000, 0.1331
129000, 0.14641
130000, 0.1
131000, 0.11
132000, 0.121
133000, 0.1331
134000, 0.1
135000, 0.11
136000, 0.121
137000, 0.1331
138000, 0.1
139000, 0.11
140000, 0.121
141000, 0.1331
142000, 0.1
143000, 0.11
144000, 0.121
145000, 0.1
146000, 0.11
147000, 0.121
148000, 0.1
149000, 0.11
150000, 0.121
151000, 0.1
152000, 0.11
153000, 0.121
154000, 0.1
155000, 0.11
156000, 0.121
157000, 0.1
158000, 0.11
159000, 0.1
160000, 0.11
161000, 0.1
162000, 0.11
163000, 0.1
164000, 0.11
165000, 0.1
166000, 0.11
167000, 0.1
168000, 0.0999902
169000, 0.0999902
170000, 0.0999901
171000, 0.09999
172000, 0.09999
173000, 0.0999899
174000, 0.0999899
175000, 0.0999898
176000, 0.0999898
177000, 0.0999897
178000, 0.0999897
179000, 0.0999896
180000, 0.0999896
181000, 0.0999895
182000, 0.0999895
183000, 0.0999894
184000, 0.0999894
185000, 0.0999893
186000, 0.0999892
187000, 0.0999892
188000, 0.0999891
189000, 0.0999891
190000, 0.099989
191000, 0.099989
192000, 0.0999889
193000, 0.0999888
194000, 0.0999888
195000, 0.0999887
196000, 0.0999887
197000, 0.0999886
198000, 0.0999885
199000, 0.0999885
200000, 0.0999884
201000, 0.0999884
202000, 0.0999883
203000, 0.0999882
204000, 0.0999882
205000, 0.0999881
206000, 0.0999881
207000, 0.099988
208000, 0.0999879
209000, 0.0999879
210000, 0.0999878
211000, 0.0999877
212000, 0.0999877
213000, 0.0999876
214000, 0.0999876
215000, 0.0999875
216000, 0.0999874
217000, 0.0999874
218000, 0.0999873
219000, 0.0999872
220000, 0.0999872
221000, 0.0999871
222000, 0.099987
223000, 0.099987
224000, 0.0999869
225000, 0.0999868
226000, 0.0999868
227000, 0.0999867
228000, 0.0999866
229000, 0.0999865
230000, 0.0999865
231000, 0.0999864
232000, 0.0999863
233000, 0.0999863
234000, 0.0999862
235000, 0.0999861
236000, 0.099986
237000, 0.099986
238000, 0.0999859
239000, 0.0999858
240000, 0.0999857
241000, 0.0999857
242000, 0.0999856
243000, 0.0999855
244000, 0.0999855
245000, 0.0999854
246000, 0.0999853
247000, 0.0999852
248000, 0.0999851
249000, 0.0999851
250000, 0.099985
251000, 0.0999849
252000, 0.0999848
253000, 0.0999848
254000, 0.0999847
255000, 0.0999846
256000, 0.0999845
257000, 0.0999844
258000, 0.0999843
259000, 0.0999843
260000, 0.0999842
261000, 0.0999841
262000, 0.099984
263000, 0.0999839
264000, 0.0999838
265000, 0.0999838
266000, 0.0999837
267000, 0.0999836
268000, 0.0999835
269000, 0.0999834
270000, 0.0999833
271000, 0.0999832
272000, 0.0999832
273000, 0.0999831
274000, 0.099983
275000, 0.0999829
276000, 0.0999828
277000, 0.0999827
278000, 0.0999826
279000, 0.0999825
280000, 0.0999824
281000, 0.0999824
282000, 0.0999823
283000, 0.0999822
284000, 0.0999821
285000, 0.099982
286000, 0.0999819
287000, 0.0999818
288000, 0.0999817
289000, 0.0999816
290000, 0.0999815
291000, 0.0999814
292000, 0.0999813
293000, 0.0999812
294000, 0.0999811
295000, 0.099981
296000, 0.0999809
297000, 0.0999808
298000, 0.0999807
299000, 0.0999806
300000, 0.0999805
301000, 0.0999804
302000, 0.0999803
303000, 0.0999802
304000, 0.0999801
305000, 0.09998
306000, 0.0999799
307000, 0.0999798
308000, 0.0999797
309000, 0.0999796
310000, 0.0999795
311000, 0.0999794
312000, 0.0999793
313000, 0.0999792
314000, 0.0999791
315000, 0.0999789
316000, 0.0999788
317000, 0.0999787
318000, 0.0999786
319000, 0.0999785
320000, 0.0999784
321000, 0.0999783
322000, 0.0999782
323000, 0.099978
324000, 0.0999779
325000, 0.0999778
326000, 0.0999777
327000, 0.0999776
328000, 0.0999775
329000, 0.0999773
330000, 0.0999772
331000, 0.0999771
332000, 0.099977
333000, 0.0999769
334000, 0.0999767
335000, 0.0999766
336000, 0.0999765
337000, 0.0999764
338000, 0.0999763
339000, 0.0999761
340000, 0.099976
341000, 0.0999759
342000, 0.0999758
343000, 0.0999756
344000, 0.0999755
345000, 0.0999754
346000, 0.0999753
347000, 0.0999751
348000, 0.099975
349000, 0.0999749
350000, 0.0999747
351000, 0.0999746
352000, 0.0999745
353000, 0.0999743
354000, 0.0999742
355000, 0.0999741
356000, 0.0999739
357000, 0.0999738
358000, 0.0999736
359000, 0.0999735
360000, 0.0999734
361000, 0.0999732
362000, 0.0999731
363000, 0.099973
364000, 0.0999728
365000, 0.0999727
366000, 0.0999725
367000, 0.0999724
368000, 0.0999722
369000, 0.0999721
370000, 0.099972
371000, 0.0999718
372000, 0.0999717
373000, 0.0999715
374000, 0.0999714
375000, 0.0999712
376000, 0.0999711
377000, 0.0999709
378000, 0.0999708
379000, 0.0999706
380000, 0.0999705
381000, 0.0999703
382000, 0.0999701
383000, 0.09997
384000, 0.0999698
385000, 0.0999697
386000, 0.0999695
387000, 0.0999694
388000, 0.0999692
389000, 0.099969
390000, 0.0999689
391000, 0.0999687
392000, 0.0999686
393000, 0.0999684
394000, 0.0999682
395000, 0.0999681
396000, 0.0999679
397000, 0.0999677
398000, 0.0999676
399000, 0.0999674
400000, 0.0999672
401000, 0.099967
402000, 0.0999669
403000, 0.0999667
404000, 0.0999665
405000, 0.0999663
406000, 0.0999662
407000, 0.099966
408000, 0.0999658
409000, 0.0999656
410000, 0.0999655
411000, 0.0999653
412000, 0.0999651
413000, 0.0999649
414000, 0.0999647
415000, 0.0999646
416000, 0.0999644
417000, 0.0999642
418000, 0.099964
419000, 0.0999638
420000, 0.0999636
421000, 0.0999634
422000, 0.0999632
423000, 0.099963
424000, 0.0999629
425000, 0.0999627
426000, 0.0999625
427000, 0.0999623
428000, 0.0999621
429000, 0.0999619
430000, 0.0999617
431000, 0.0999615
432000, 0.0999613
433000, 0.0999611
434000, 0.0999609
435000, 0.0999607
436000, 0.0999605
437000, 0.0999603
438000, 0.09996
439000, 0.0999598
440000, 0.0999596
441000, 0.0999594
442000, 0.0999592
443000, 0.099959
444000, 0.0999588
445000, 0.0999586
446000, 0.0999583
447000, 0.0999581
448000, 0.0999579
449000, 0.0999577
450000, 0.0999575
451000, 0.0999573
452000, 0.099957
453000, 0.0999568
454000, 0.0999566
455000, 0.0999563
456000, 0.0999561
457000, 0.0999559
458000, 0.0999557
459000, 0.0999554
460000, 0.0999552
461000, 0.099955
462000, 0.0999547
463000, 0.0999545
464000, 0.0999543
465000, 0.099954
466000, 0.0999538
467000, 0.0999535
468000, 0.0999533
469000, 0.0999531
470000, 0.0999528
471000, 0.0999526
472000, 0.0999523
473000, 0.0999521
474000, 0.0999518
475000, 0.0999516
476000, 0.0999513
477000, 0.0999511
478000, 0.0999508
479000, 0.0999505
480000, 0.0999503
481000, 0.09995
482000, 0.0999498
483000, 0.0999495
484000, 0.0999492
485000, 0.099949
486000, 0.0999487
487000, 0.0999484
488000, 0.0999482
489000, 0.0999479
490000, 0.0999476
491000, 0.0999474
492000, 0.0999471
493000, 0.0999468
494000, 0.0999465
495000, 0.0999462
496000, 0.099946
497000, 0.0999457
498000, 0.0999454
499000, 0.0999451
500000, 0.0999448
501000, 0.0999445
502000, 0.0999443
503000, 0.099944
504000, 0.0999437
505000, 0.0999434
506000, 0.0999431
507000, 0.0999428
508000, 0.0999425
509000, 0.0999422
510000, 0.0999419
511000, 0.0999416
512000, 0.0999413
513000, 0.099941
514000, 0.0999407
515000, 0.0999404
516000, 0.09994
517000, 0.0999397
518000, 0.0999394
519000, 0.0999391
520000, 0.0999388
521000, 0.0999385
522000, 0.0999381
523000, 0.0999378
524000, 0.0999375
525000, 0.0999372
526000, 0.0999368
527000, 0.0999365
528000, 0.0999362
529000, 0.0999358
530000, 0.0999355
531000, 0.0999352
532000, 0.0999348
533000, 0.0999345
534000, 0.0999342
535000, 0.0999338
536000, 0.0999335
537000, 0.0999331
538000, 0.0999328
539000, 0.0999324
540000, 0.0999321
541000, 0.0999317
542000, 0.0999314
543000, 0.099931
544000, 0.0999306
545000, 0.0999303
546000, 0.0999299
547000, 0.0999295
548000, 0.0999292
549000, 0.0999288
550000, 0.0999284
551000, 0.0999281
552000, 0.0999277
553000, 0.0999273
554000, 0.0999269
555000, 0.0999266
556000, 0.0999262
557000, 0.0999258
558000, 0.0999254
559000, 0.099925
560000, 0.0999246
561000, 0.0999242
562000, 0.0999238
563000, 0.0999234
564000, 0.099923
565000, 0.0999226
566000, 0.0999222
567000, 0.0999218
568000, 0.0999214
569000, 0.099921
570000, 0.0999206
571000, 0.0999202
572000, 0.0999198
573000, 0.0999193
574000, 0.0999189
575000, 0.0999185
576000, 0.0999181
577000, 0.0999176
578000, 0.0999172
579000, 0.0999168
580000, 0.0999163
581000, 0.0999159
582000, 0.0999155
583000, 0.099915
584000, 0.0999146
585000, 0.0999141
586000, 0.0999137
587000, 0.0999132
588000, 0.0999128
589000, 0.0999123
590000, 0.0999119
591000, 0.0999114
592000, 0.099911
593000, 0.0999105
594000, 0.09991
595000, 0.0999096
596000, 0.0999091
597000, 0.0999086
598000, 0.0999081
599000, 0.0999077
600000, 0.0999072
601000, 0.0999067
602000, 0.0999062
603000, 0.0999057
604000, 0.0999052
605000, 0.0999047
606000, 0.0999042
607000, 0.0999037
608000, 0.0999032
609000, 0.0999027
610000, 0.0999022
611000, 0.0999017
612000, 0.0999012
613000, 0.0999007
614000, 0.0999002
615000, 0.0998996
616000, 0.0998991
617000, 0.0998986
618000, 0.0998981
619000, 0.0998975
620000, 0.099897
621000, 0.0998965
622000, 0.0998959
623000, 0.0998954
624000, 0.0998948
625000, 0.0998943
626000, 0.0998937
627000, 0.0998932
628000, 0.0998926
629000, 0.0998921
630000, 0.0998915
631000, 0.0998909
632000, 0.0998904
633000, 0.0998898
634000, 0.0998892
635000, 0.0998886
636000, 0.0998881
637000, 0.0998875
638000, 0.0998869
639000, 0.0998863
640000, 0.0998857
641000, 0.0998851
642000, 0.0998845
643000, 0.0998839
644000, 0.0998833
645000, 0.0998827
646000, 0.0998821
647000, 0.0998815
648000, 0.0998809
649000, 0.0998802
650000, 0.0998796
651000, 0.099879
652000, 0.0998783
653000, 0.0998777
654000, 0.0998771
655000, 0.0998764
656000, 0.0998758
657000, 0.0998751
658000, 0.0998745
659000, 0.0998738
660000, 0.0998732
661000, 0.0998725
662000, 0.0998719
663000, 0.0998712
664000, 0.0998705
665000, 0.0998698
666000, 0.0998692
667000, 0.0998685
668000, 0.0998678
669000, 0.0998671
670000, 0.0998664
671000, 0.0998657
672000, 0.099865
673000, 0.0998643
674000, 0.0998636
675000, 0.0998629
676000, 0.0998622
677000, 0.0998615
678000, 0.0998607
679000, 0.09986
680000, 0.0998593
681000, 0.0998586
682000, 0.0998578
683000, 0.0998571
684000, 0.0998563
685000, 0.0998556
686000, 0.0998548
687000, 0.0998541
688000, 0.0998533
689000, 0.0998525
690000, 0.0998518
691000, 0.099851
692000, 0.0998502
693000, 0.0998494
694000, 0.0998487
695000, 0.0998479
696000, 0.0998471
697000, 0.0998463
698000, 0.0998455
699000, 0.0998447
700000, 0.0998439
701000, 0.0998431
702000, 0.0998422
703000, 0.0998414
704000, 0.0998406
705000, 0.0998398
706000, 0.0998389
707000, 0.0998381
708000, 0.0998372
709000, 0.0998364
710000, 0.0998355
711000, 0.0998347
712000, 0.0998338
713000, 0.099833
714000, 0.0998321
715000, 0.0998312
716000, 0.0998303
717000, 0.0998294
718000, 0.0998286
719000, 0.0998277
720000, 0.0998268
721000, 0.0998259
722000, 0.099825
723000, 0.099824
724000, 0.0998231
725000, 0.0998222
726000, 0.0998213
727000, 0.0998203
728000, 0.0998194
729000, 0.0998185
730000, 0.0998175
731000, 0.0998166
732000, 0.0998156
733000, 0.0998147
734000, 0.0998137
735000, 0.0998127
736000, 0.0998117
737000, 0.0998108
738000, 0.0998098
739000, 0.0998088
740000, 0.0998078
741000, 0.0998068
742000, 0.0998058
743000, 0.0998048
744000, 0.0998038
745000, 0.0998027
746000, 0.0998017
747000, 0.0998007
748000, 0.0997996
749000, 0.0997986
750000, 0.0997975
751000, 0.0997965
752000, 0.0997954
753000, 0.0997944
754000, 0.0997933
755000, 0.0997922
756000, 0.0997911
757000, 0.09979
758000, 0.0997889
759000, 0.0997878
760000, 0.0997867
761000, 0.0997856
762000, 0.0997845
763000, 0.0997834
764000, 0.0997823
765000, 0.0997811
766000, 0.09978
767000, 0.0997788
768000, 0.0997777
769000, 0.0997765
770000, 0.0997754
771000, 0.0997742
772000, 0.099773
773000, 0.0997718
774000, 0.0997707
775000, 0.0997695
776000, 0.0997683
777000, 0.0997671
778000, 0.0997658
779000, 0.0997646
780000, 0.0997634
781000, 0.0997622
782000, 0.0997609
783000, 0.0997597
784000, 0.0997584
785000, 0.0997572
786000, 0.0997559
787000, 0.0997546
788000, 0.0997534
789000, 0.0997521
790000, 0.0997508
791000, 0.0997495
792000, 0.0997482
793000, 0.0997469
794000, 0.0997456
795000, 0.0997442
796000, 0.0997429
797000, 0.0997416
798000, 0.0997402
799000, 0.0997389
800000, 0.0997375
801000, 0.0997361
802000, 0.0997348
803000, 0.0997334
804000, 0.099732
805000, 0.0997306
806000, 0.0997292
807000, 0.0997278
808000, 0.0997264
809000, 0.0997249
810000, 0.0997235
811000, 0.0997221
812000, 0.0997206
813000, 0.0997192
814000, 0.0997177
815000, 0.0997163
816000, 0.0997148
817000, 0.0997133
818000, 0.0997118
819000, 0.0997103
820000, 0.0997088
821000, 0.0997073
822000, 0.0997058
823000, 0.0997042
824000, 0.0997027
825000, 0.0997011
826000, 0.0996996
827000, 0.099698
828000, 0.0996964
829000, 0.0996949
830000, 0.0996933
831000, 0.0996917
832000, 0.0996901
833000, 0.0996885
834000, 0.0996868
835000, 0.0996852
836000, 0.0996836
837000, 0.0996819
838000, 0.0996803
839000, 0.0996786
840000, 0.0996769
841000, 0.0996753
842000, 0.0996736
843000, 0.0996719
844000, 0.0996702
845000, 0.0996685
846000, 0.0996667
847000, 0.099665
848000, 0.0996633
849000, 0.0996615
850000, 0.0996597
851000, 0.099658
852000, 0.0996562
853000, 0.0996544
854000, 0.0996526
855000, 0.0996508
856000, 0.099649
857000, 0.0996472
858000, 0.0996453
859000, 0.0996435
860000, 0.0996416
861000, 0.0996398
862000, 0.0996379
863000, 0.099636
864000, 0.0996341
865000, 0.0996322
866000, 0.0996303
867000, 0.0996284
868000, 0.0996265
869000, 0.0996245
870000, 0.0996226
871000, 0.0996206
872000, 0.0996186
873000, 0.0996166
874000, 0.0996146
875000, 0.0996126
876000, 0.0996106
877000, 0.0996086
878000, 0.0996066
879000, 0.0996045
880000, 0.0996025
881000, 0.0996004
882000, 0.0995983
883000, 0.0995962
884000, 0.0995941
885000, 0.099592
886000, 0.0995899
887000, 0.0995878
888000, 0.0995856
889000, 0.0995835
890000, 0.0995813
891000, 0.0995791
892000, 0.099577
893000, 0.0995748
894000, 0.0995725
895000, 0.0995703
896000, 0.0995681
897000, 0.0995659
898000, 0.0995636
899000, 0.0995613
900000, 0.0995591
901000, 0.0995568
902000, 0.0995545
903000, 0.0995521
904000, 0.0995498
905000, 0.0995475
906000, 0.0995451
907000, 0.0995428
908000, 0.0995404
909000, 0.099538
910000, 0.0995356
911000, 0.0995332
912000, 0.0995308
913000, 0.0995283
