epoch, stepParameter
1000, 0.11
2000, 0.121
3000, 0.1331
4000, 0.14641
5000, 0.161051
6000, 0.177156
7000, 0.194872
8000, 0.214359
9000, 0.235795
10000, 0.259374
11000, 0.285312
12000, 0.313843
13000, 0.345227
14000, 0.37975
15000, 0.417725
16000, 0.459497
17000, 0.505447
18000, 0.555992
19000, 0.611591
20000, 0.67275
21000, 0.336375
22000, 0.370013
23000, 0.407014
24000, 0.447715
25000, 0.492487
26000, 0.541736
27000, 0.270868
28000, 0.297955
29000, 0.148977
30000, 0.163875
31000, 0.0819375
32000, 0.0901313
33000, 0.0991444
34000, 0.109059
35000, 0.119965
36000, 0.131961
37000, 0.0659806
38000, 0.0725787
39000, 0.0798365
40000, 0.0878202
41000, 0.0966022
42000, 0.106262
43000, 0.116889
44000, 0.0584443
45000, 0.0642888
46000, 0.0707177
47000, 0.0777894
48000, 0.0855684
49000, 0.0941252
50000, 0.103538
51000, 0.113892
52000, 0.0569458
53000, 0.0626403
54000, 0.0689044
55000, 0.0757948
56000, 0.0833743
57000, 0.0917117
58000, 0.100883
59000, 0.110971
60000, 0.0554856
61000, 0.0610342
62000, 0.0671376
63000, 0.0738513
64000, 0.0812365
65000, 0.0893601
66000, 0.0982961
67000, 0.108126
68000, 0.0540629
69000, 0.0594692
70000, 0.0654161
71000, 0.0719577
72000, 0.0791535
73000, 0.0870688
74000, 0.0957757
75000, 0.105353
76000, 0.0526766
77000, 0.0579443
78000, 0.0637387
79000, 0.0701126
80000, 0.0771239
81000, 0.0848363
82000, 0.0424181
83000, 0.0466599
84000, 0.0513259
85000, 0.0564585
86000, 0.0621044
87000, 0.0683148
88000, 0.0341574
89000, 0.0375732
90000, 0.0413305
91000, 0.0454635
92000, 0.0500099
93000, 0.0550109
94000, 0.060512
95000, 0.030256
96000, 0.0332816
97000, 0.0166408
98000, 0.0183049
99000, 0.01
100000, 0.011
101000, 0.01
102000, 0.01
