epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.040694, 50.4972, 0.944991, 0.0216603
2000, 0.0374733, 46.5006, 0.96218, 0.0118152
3000, 0.0365686, 45.378, 0.964125, 0.0114946
4000, 0.0360046, 44.6781, 0.963937, 0.0120658
5000, 0.0353998, 43.9277, 0.963102, 0.0129892
6000, 0.0347207, 43.0849, 0.963009, 0.0143591
7000, 0.0341828, 42.4174, 0.963868, 0.014827
8000, 0.0335878, 41.6791, 0.965002, 0.0144571
9000, 0.0328001, 40.7016, 0.966417, 0.0133477
10000, 0.0319343, 39.6272, 0.966387, 0.0124336
11000, 0.0312682, 38.8007, 0.964954, 0.0122928
12000, 0.0308898, 38.3312, 0.963464, 0.0121375
13000, 0.0306159, 37.9912, 0.961484, 0.0123958
14000, 0.0303615, 37.6756, 0.958684, 0.0132915
15000, 0.0301362, 37.3961, 0.95538, 0.0146237
16000, 0.0299697, 37.1894, 0.952018, 0.0160606
17000, 0.0298223, 37.0065, 0.949062, 0.0173669
18000, 0.0296241, 36.7606, 0.947019, 0.018354
19000, 0.0293959, 36.4774, 0.945929, 0.0189979
20000, 0.0292057, 36.2413, 0.945234, 0.0195351
21000, 0.0290632, 36.0645, 0.944596, 0.0201149
22000, 0.0289392, 35.9107, 0.94408, 0.0207631
23000, 0.0288098, 35.7501, 0.943854, 0.0214308
24000, 0.0286691, 35.5755, 0.943953, 0.0220367
25000, 0.0285222, 35.3932, 0.944341, 0.0225034
26000, 0.0283851, 35.2231, 0.94495, 0.0228096
27000, 0.0282769, 35.0888, 0.945494, 0.0230829
28000, 0.0282186, 35.0165, 0.945667, 0.023472
30000, 0.0273544, 33.9441, 0.957958, 0.0166348
31000, 0.0273479, 33.936, 0.956883, 0.0175368
33000, 0.0267542, 33.1993, 0.964393, 0.013035
35000, 0.0264106, 32.7729, 0.966988, 0.0111707
36000, 0.0263979, 32.7571, 0.96701, 0.0114032
37000, 0.0263935, 32.7517, 0.966879, 0.0116589
39000, 0.0262009, 32.5127, 0.967595, 0.0107507
40000, 0.0261877, 32.4963, 0.967686, 0.0108614
41000, 0.0261791, 32.4856, 0.967754, 0.0109819
42000, 0.0261717, 32.4765, 0.96778, 0.0111305
43000, 0.0261694, 32.4736, 0.967755, 0.0113026
45000, 0.0260322, 32.3033, 0.96791, 0.0107258
46000, 0.0260227, 32.2915, 0.968022, 0.0107962
47000, 0.0260146, 32.2815, 0.968148, 0.010877
48000, 0.0260086, 32.2741, 0.968239, 0.0109649
49000, 0.0260035, 32.2677, 0.968314, 0.0110785
50000, 0.0259997, 32.263, 0.968379, 0.0112282
51000, 0.0259977, 32.2606, 0.968432, 0.0114081
52000, 0.0259971, 32.2598, 0.968489, 0.0116333
53000, 0.0259937, 32.2556, 0.968606, 0.0119175
54000, 0.0259828, 32.242, 0.968861, 0.0122905
55000, 0.0259625, 32.2168, 0.969221, 0.0127242
56000, 0.0259418, 32.1911, 0.969338, 0.0130753
57000, 0.0259256, 32.1711, 0.969198, 0.0132958
58000, 0.0259108, 32.1527, 0.968867, 0.0134645
59000, 0.0258978, 32.1366, 0.968367, 0.013626
60000, 0.0258884, 32.125, 0.967686, 0.0138286
61000, 0.0258845, 32.12, 0.966814, 0.0141016
63000, 0.0253833, 31.4981, 0.974106, 0.0106125
65000, 0.0251189, 31.1701, 0.97608, 0.00948422
66000, 0.0251048, 31.1526, 0.976138, 0.00950317
67000, 0.0250993, 31.1457, 0.976124, 0.00954023
