epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0374826, 46.5122, 0.639305, 0.0288862
2000, 0.0350741, 43.5235, 0.724619, 0.0248964
3000, 0.0334604, 41.5211, 0.769441, 0.0237201
4000, 0.0324479, 40.2646, 0.796691, 0.0219598
5000, 0.0319563, 39.6546, 0.811395, 0.0204016
6000, 0.0316706, 39.3, 0.817882, 0.0198635
7000, 0.0314504, 39.0269, 0.820211, 0.0198939
8000, 0.0312573, 38.7872, 0.822161, 0.0201234
9000, 0.030696, 38.0907, 0.824145, 0.021344
10000, 0.0301823, 37.4532, 0.825916, 0.0196318
11000, 0.0300704, 37.3144, 0.825131, 0.0201582
12000, 0.0300516, 37.2911, 0.824313, 0.0210288
14000, 0.0290071, 35.9949, 0.822179, 0.0202092
16000, 0.0287715, 35.7025, 0.815557, 0.0203072
17000, 0.0285509, 35.4288, 0.819681, 0.0199054
18000, 0.0284646, 35.3218, 0.82335, 0.0196539
20000, 0.0282986, 35.1157, 0.821536, 0.0196991
21000, 0.0282267, 35.0265, 0.824787, 0.0194546
22000, 0.0282158, 35.013, 0.828085, 0.0193862
24000, 0.0279918, 34.735, 0.826351, 0.0193828
25000, 0.0279403, 34.6711, 0.83047, 0.0190349
26000, 0.0279376, 34.6677, 0.83458, 0.0186606
28000, 0.0277244, 34.4032, 0.83388, 0.0182951
29000, 0.0277011, 34.3742, 0.838586, 0.0176521
31000, 0.0275928, 34.2399, 0.839952, 0.0171879
32000, 0.0275464, 34.1823, 0.844957, 0.0165235
33000, 0.0275332, 34.166, 0.849516, 0.0159267
35000, 0.0273291, 33.9126, 0.849969, 0.0154245
36000, 0.0272782, 33.8495, 0.85396, 0.0150364
37000, 0.027268, 33.8369, 0.85738, 0.0148489
39000, 0.0270438, 33.5586, 0.857133, 0.014611
40000, 0.0270123, 33.5195, 0.860049, 0.0144681
42000, 0.0268853, 33.3619, 0.860153, 0.0143786
43000, 0.026879, 33.3541, 0.862405, 0.0143129
45000, 0.0267703, 33.2193, 0.862033, 0.0142646
47000, 0.02672, 33.1569, 0.862596, 0.0142281
49000, 0.0266666, 33.0906, 0.863237, 0.0141828
51000, 0.0266146, 33.0261, 0.863759, 0.0141395
53000, 0.026565, 32.9646, 0.864129, 0.0141055
55000, 0.0265164, 32.9041, 0.864431, 0.0140673
57000, 0.0264619, 32.8365, 0.864637, 0.0140332
59000, 0.0264076, 32.7692, 0.864691, 0.0140063
61000, 0.0263599, 32.71, 0.864658, 0.0139741
63000, 0.0263134, 32.6523, 0.864494, 0.0139552
65000, 0.0262657, 32.5931, 0.864117, 0.0139441
67000, 0.026218, 32.5339, 0.863685, 0.0139346
69000, 0.0261659, 32.4692, 0.863023, 0.0139377
71000, 0.0261141, 32.405, 0.862327, 0.0139499
73000, 0.0260674, 32.347, 0.861508, 0.0139686
75000, 0.0260201, 32.2884, 0.860817, 0.0139877
77000, 0.0259752, 32.2326, 0.860278, 0.0139999
79000, 0.0259363, 32.1843, 0.859669, 0.0140198
81000, 0.0258981, 32.137, 0.859065, 0.014046
83000, 0.0258671, 32.0985, 0.858668, 0.0140716
85000, 0.0258372, 32.0614, 0.858022, 0.0141086
87000, 0.0258049, 32.0212, 0.857545, 0.0141391
89000, 0.0257759, 31.9853, 0.85712, 0.0141679
91000, 0.0257535, 31.9575, 0.856845, 0.0141909
93000, 0.025729, 31.9271, 0.856402, 0.0142164
95000, 0.0257006, 31.8919, 0.85581, 0.0142486
97000, 0.0256789, 31.865, 0.855546, 0.014275
99000, 0.0256628, 31.8449, 0.855131, 0.0143093
101000, 0.0256484, 31.8271, 0.854848, 0.0143387
103000, 0.0256328, 31.8077, 0.854424, 0.0143679
105000, 0.0256211, 31.7932, 0.854024, 0.0143979
107000, 0.0256084, 31.7775, 0.853872, 0.0144118
109000, 0.0255959, 31.7619, 0.853635, 0.0144293
111000, 0.0255822, 31.7449, 0.85349, 0.0144466
113000, 0.0255755, 31.7366, 0.853384, 0.0144667
115000, 0.0255714, 31.7316, 0.853246, 0.0144921
117000, 0.0255714, 31.7316, 0.853163, 0.0145196
