epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0365544, 45.3603, 0.757403, 0.0332805
2000, 0.034126, 42.3469, 0.803208, 0.0288338
3000, 0.0324286, 40.2407, 0.84334, 0.0232646
4000, 0.0315528, 39.1538, 0.855985, 0.0218673
5000, 0.0312004, 38.7166, 0.858011, 0.0213067
6000, 0.0308962, 38.3391, 0.858167, 0.0207332
7000, 0.0305116, 37.8619, 0.858068, 0.0202788
8000, 0.0300997, 37.3507, 0.857559, 0.0199592
9000, 0.0297557, 36.9238, 0.857891, 0.0195254
10000, 0.0294375, 36.529, 0.860028, 0.0188386
11000, 0.0290475, 36.0451, 0.861429, 0.0182593
12000, 0.0283721, 35.2069, 0.850018, 0.018934
13000, 0.0276458, 34.3057, 0.830609, 0.0209953
14000, 0.027269, 33.8381, 0.821652, 0.0223807
15000, 0.0271681, 33.7128, 0.819333, 0.0232391
17000, 0.0268528, 33.3217, 0.832664, 0.0202101
18000, 0.026724, 33.1618, 0.831212, 0.0205022
19000, 0.026628, 33.0426, 0.829579, 0.0210074
20000, 0.026569, 32.9695, 0.827866, 0.0215899
21000, 0.0265647, 32.9641, 0.826304, 0.0221781
23000, 0.0262204, 32.5369, 0.831958, 0.0204232
24000, 0.0261778, 32.4841, 0.83053, 0.0207143
25000, 0.0261389, 32.4358, 0.829598, 0.0210399
26000, 0.026101, 32.3887, 0.82846, 0.0214263
27000, 0.0260806, 32.3635, 0.827202, 0.0217925
29000, 0.0256758, 31.861, 0.828305, 0.0207878
30000, 0.025623, 31.7956, 0.828876, 0.020788
31000, 0.0255714, 31.7316, 0.829203, 0.0207994
32000, 0.0255032, 31.647, 0.829617, 0.0207723
33000, 0.0254156, 31.5383, 0.830284, 0.0206392
34000, 0.0253091, 31.4061, 0.831106, 0.0204166
35000, 0.0251874, 31.255, 0.832594, 0.0200902
36000, 0.0251138, 31.1637, 0.8345, 0.019688
38000, 0.0248331, 30.8153, 0.841301, 0.0177145
39000, 0.0247554, 30.7189, 0.842545, 0.0176027
40000, 0.0247077, 30.6598, 0.843093, 0.0176264
41000, 0.0246742, 30.6183, 0.843958, 0.0177022
42000, 0.0246435, 30.5802, 0.844699, 0.0178205
43000, 0.0246399, 30.5757, 0.845706, 0.0179791
45000, 0.0244136, 30.2948, 0.852146, 0.016288
46000, 0.024377, 30.2495, 0.8528, 0.0163617
48000, 0.0238631, 29.6118, 0.855668, 0.0154663
49000, 0.0238598, 29.6077, 0.855624, 0.0155037
51000, 0.0237235, 29.4385, 0.857858, 0.0150333
52000, 0.0237023, 29.4122, 0.85735, 0.0151455
53000, 0.0236896, 29.3964, 0.856907, 0.0152358
54000, 0.0236798, 29.3843, 0.856966, 0.0152935
55000, 0.0236748, 29.3781, 0.857681, 0.015328
58000, 0.0236464, 29.3428, 0.861941, 0.0147054
60000, 0.0235456, 29.2177, 0.859888, 0.0146822
62000, 0.0235456, 29.2177, 0.859515, 0.0146074
