AREA,BFIHOST,LDP,PROPWET,RMED-1D,SAAR,Index flood,predicted,,m1,m2,m3,m4,m5,m6,b,,RMSE1,RMSE2,,pred avg,ssres,sstot1,R^2,,MSRE1,MSRE2
0.10846175,0.573007712,0.140264463,0.163492063,0.348467967,0.128995633,0.104624541,0.079245256,,,,,,,,,,0.000644108,,,,,0.009359869,,,0.102568071,
0.105373647,0.874293059,0.136793388,0.214285714,0.357381616,0.156943231,0.100517375,0.062140139,,,,,,,,,,0.001472812,,,,,0.012962172,,,0.381419551,
0.113373054,0.33033419,0.17907438,0.277777778,0.433147632,0.223668122,0.117516601,0.121375723,,,,,,,,,,1.48928E-05,,,,,0.002982902,,,0.001010912,
0.106429185,0.359125964,0.147834711,0.277777778,0.37632312,0.217729258,0.110241522,0.107874248,,,,,,,,,,5.60399E-06,,,,,0.004639984,,,0.000481572,
0.111117169,0.229562982,0.153057851,0.607936508,0.694986072,0.597117904,0.172615805,0.179350326,,,,,,,,,,4.53538E-05,,,,,1.12805E-05,,,0.001409967,
0.131451539,0.450642674,0.185289256,0.379365079,0.475487465,0.407074236,0.165846013,0.137573016,,,,,,,,,,0.000799362,,,,,0.001475993,,,0.042235454,
0.129527145,0.202827763,0.20046281,0.557142857,0.472144847,0.430131004,0.232230353,0.17880765,,,,,,,,,,0.002853985,,,,,7.92972E-06,,,0.089264655,
0.142205812,0.40437018,0.2,0.595238095,0.395264624,0.326026201,0.147995777,0.178961551,,,,,,,,,,0.000958879,,,,,8.82017E-06,,,0.02993949,
0.132220948,0.350899743,0.190842975,0.493650794,0.418662953,0.243231441,0.128303301,0.165463899,,,,,,,,,,0.00138091,,,,,0.000110834,,,0.050438119,
0.172470962,0.31285347,0.275272727,0.176190476,0.329526462,0.126550218,0.130982851,0.154922325,,,,,,,,,,0.000573098,,,,,0.000443917,,,0.02387818,
0.121827825,0.746786632,0.207768595,0.226984127,0.372980501,0.196069869,0.102714203,0.088206522,,,,,,,,,,0.000210473,,,,,0.007706233,,,0.027051701,
0.110014525,0.472236504,0.145884298,0.150793651,0.113370474,0.119912664,0.104839308,0.065375754,,,,,,,,,,0.001557372,,,,,0.012235881,,,0.364383701,
0.103271295,0.452699229,0.132826446,0.506349206,0.5545961,0.423842795,0.106136371,0.13756927,,,,,,,,,,0.000988027,,,,,0.001476281,,,0.052206671,
0.200595376,0.302570694,0.364694215,0.379365079,0.370752089,0.202008734,0.2124452,0.211491952,,,,,,,,,,9.08683E-07,,,,,0.00126027,,,2.03154E-05,
0.125510867,0.461953728,0.214082645,0.468253968,0.52005571,0.385414847,0.136669541,0.150932712,,,,,,,,,,0.000203438,,,,,0.000627952,,,0.008930288,
0.150643137,0.309768638,0.187768595,0.696825397,0.455431755,0.371091703,0.245123622,0.210404944,,,,,,,,,,0.001205387,,,,,0.001184273,,,0.027227922,
0.200747164,0.237789203,0.322578512,0.607936508,0.390807799,0.328471616,0.300505287,0.244168186,,,,,,,,,,0.003173869,,,,,0.004648037,,,0.053236663,
0.174238333,0.61722365,0.299471074,0.226984127,0.356267409,0.146462882,0.120596673,0.144438053,,,,,,,,,,0.000568411,,,,,0.000995631,,,0.027245796,
0.215046649,0.250128535,0.328264463,0.417460317,0.386350975,0.231004367,0.24939559,0.231630257,,,,,,,,,,0.000315607,,,,,0.003095652,,,0.005882421,
0.172223216,0.362210797,0.261157025,0.684126984,0.426462396,0.330218341,0.299811424,0.22430126,,,,,,,,,,0.005701785,,,,,0.002333816,,,0.113330654,
0.10389066,0.21311054,0.133752066,0.201587302,0.325069638,0.136681223,0.108758704,0.103924145,,,,,,,,,,2.3373E-05,,,,,0.005193729,,,0.002164117,
0.236450514,0.422879177,0.328892562,0.56984127,0.475487465,0.395545852,0.301550513,0.259331988,,,,,,,,,,0.001782404,,,,,0.006945608,,,0.026502932,
0.103630701,0.226478149,0.119404959,0.70952381,0.455431755,0.365152838,0.112200616,0.177583413,,,,,,,,,,0.00427491,,,,,2.53364E-06,,,0.135557078,
0.179116489,0.246015424,0.259008264,0.56984127,0.413091922,0.26628821,0.262517729,0.223292877,,,,,,,,,,0.001538589,,,,,0.002237404,,,0.030858363,
0.245043116,0.383804627,0.300991736,0.43015873,0.414206128,0.307860262,0.284526707,0.246643973,,,,,,,,,,0.001435102,,,,,0.004991748,,,0.023590742,
0.20172768,0.399228792,0.276595041,0.620634921,0.498885794,0.430829694,0.264272532,0.238575711,,,,,,,,,,0.000660327,,,,,0.003916762,,,0.011601292,
0.106235525,0.506169666,0.144595041,0.43015873,0.452089136,0.350829694,0.104653149,0.119814288,,,,,,,,,,0.00022986,,,,,0.003155899,,,0.016012031,
0.253792739,0.441388175,0.381884298,0.353968254,0.369637883,0.232052402,0.195861002,0.240773168,,,,,,,,,,0.002017103,,,,,0.004196642,,,0.034794598,
0.134272704,0.467095116,0.200760331,0.43015873,0.553481894,0.448296943,0.189597705,0.151618464,,,,,,,,,,0.001442423,,,,,0.000594053,,,0.062746337,
0.199400263,0.4218509,0.354809917,0.138095238,0.296100279,0.10768559,0.122008575,0.1641602,,,,,,,,,,0.00177676,,,,,0.000139984,,,0.065931493,
0.108039535,0.409511568,0.143735537,0.265079365,0.386350975,0.186637555,0.110144414,0.106093406,,,,,,,,,,1.64107E-05,,,,,0.004885768,,,0.001457973,
0.236105065,0.344730077,0.423371901,0.531746032,0.423119777,0.277117904,0.357685272,0.263038688,,,,,,,,,,0.008957976,,,,,0.007577183,,,0.129470442,
0.11531664,0.362210797,0.170380165,0.493650794,0.655988858,0.617030568,0.181996648,0.15256466,,,,,,,,,,0.000866242,,,,,0.000548825,,,0.037216136,
0.22149677,0.430077121,0.257190083,0.531746032,0.407520891,0.303318777,0.242264361,0.237234124,,,,,,,,,,2.53033E-05,,,,,0.003750638,,,0.000449596,
0.172921092,0.286118252,0.284958678,0.201587302,0.340668524,0.127248908,0.130041583,0.162193206,,,,,,,,,,0.001033727,,,,,0.000190398,,,0.039295287,
0.125585889,0.420822622,0.20046281,0.315873016,0.32729805,0.190829694,0.115640915,0.123499332,,,,,,,,,,6.17547E-05,,,,,0.002755446,,,0.004048936,
0.104122704,0.411568123,0.13414876,0.392063492,0.47994429,0.409868996,0.107593804,0.11836123,,,,,,,,,,0.000115937,,,,,0.003321268,,,0.008275702,
0.145730088,0.477377892,0.226677686,0.277777778,0.404178273,0.242183406,0.145826349,0.135599267,,,,,,,,,,0.000104593,,,,,0.001631546,,,0.005688383,
0.18742645,0.353984576,0.27292562,0.671428571,0.447632312,0.361310044,0.294163013,0.236259007,,,,,,,,,,0.003352874,,,,,0.003632152,,,0.060067626,
0.275709544,0.341645244,0.401090909,0.519047619,0.47994429,0.382620087,0.279586261,0.29323602,,,,,,,,,,0.000186316,,,,,0.013746237,,,0.002166783,
0.140752485,0.761182519,0.206413223,0.226984127,0.369637883,0.162183406,0.102742409,0.104186612,,,,,,,,,,2.08572E-06,,,,,0.005155967,,,0.000192147,
0.103002613,0.249100257,0.126413223,0.328571429,0.388579387,0.249868996,0.107299658,0.119186895,,,,,,,,,,0.000141306,,,,,0.003226783,,,0.009947291,
0.103531254,0.208997429,0.146280992,0.392063492,0.438718663,0.273973799,0.111621993,0.135718978,,,,,,,,,,0.000580665,,,,,0.00162189,,,0.031524212,
0.128729822,0.407455013,0.248165289,0.582539683,0.383008357,0.370393013,0.11967676,0.163848398,,,,,,,,,,0.001951134,,,,,0.000147459,,,0.07267794,
0.223239716,0.387917738,0.357090909,0.188888889,0.333983287,0.125851528,0.129706337,0.19631802,,,,,,,,,,0.004437116,,,,,0.00041316,,,0.115127872,
0.104522238,0.447557841,0.125024793,0.214285714,0.294986072,0.117467249,0.100702727,0.08771954,,,,,,,,,,0.000168563,,,,,0.00779197,,,0.021906348,
0.126967684,0.315938303,0.194512397,0.696825397,0.627019499,0.543668122,0.181265715,0.197301637,,,,,,,,,,0.000257151,,,,,0.000454115,,,0.006605817,
0.118582701,0.806426735,0.172661157,0.188888889,0.345125348,0.146462882,0.101486848,0.074615386,,,,,,,,,,0.000722075,,,,,0.010277152,,,0.129695771,
0.15279434,0.36529563,0.248033058,0.519047619,0.391922006,0.3330131,0.190445091,0.180011625,,,,,,,,,,0.000108857,,,,,1.616E-05,,,0.003359357,
0.300192788,0.352956298,0.387041322,0.70952381,0.537883008,0.58628821,0.38583747,0.335356174,,,,,,,,,,0.002548361,,,,,0.025397044,,,0.022659399,
0.192583756,0.535989717,0.274942149,0.353968254,0.36183844,0.193624454,0.145976243,0.181515192,,,,,,,,,,0.001263017,,,,,3.05093E-05,,,0.038333919,
0.106870592,0.222365039,0.132694215,0.607936508,0.411977716,0.299475983,0.123991039,0.165346945,,,,,,,,,,0.001710311,,,,,0.00011331,,,0.062557982,
