iNodes, 6
hNodes, 23
passes, 1997000
accuracy, 0.0160059

0, 0, 0, 0, 0, 0, 0, -4.77942, -3.92678, 0.428976, -11.3777, -8.33774, -26.3026, 11.0611, 2.792, -10.6486, -3.97939, -18.3778, -4.36983, -4.46127, -2.0338, -3.88549, -4, -21.7075, -7.23749, -4.33866, -3.0438, 1.2208, 9.65334, -15.3827, -8.53814, 
0, 0, 0, 0, 0, 0, 0, -6.98211, -0.0819927, -1.82388, 1.60677, 22.8219, 15.2398, -14.8761, -1.9272, 13.4334, -5.04591, 2.12689, 23.2012, 22.2003, -29.7455, 12.4926, 1.57922, 14.9725, -15.6445, 7.57909, 1.71809, -6.31786, -15.003, 29.6077, 0, 
0, 0, 0, 0, 0, 0, 0, -8.78407, -0.99831, -11.8567, -14.2507, -6.49476, -11.2284, 5.17505, -4.22195, -4.07119, -5.50018, -8.90429, -7.60049, -11.5011, -3.74077, -3.86723, -1.26691, -2.84403, -12.2951, -1.6594, -0.902487, -7.13308, 2.4636, -16, 0, 
0, 0, 0, 0, 0, 0, 0, -17.8382, -1.58095, -6.30121, -12.1461, -2.39193, 0.45386, -5.17999, -4.19112, -18.5912, 6.37445, 17.0441, 3.64622, 18.9955, -0.468864, 0.487871, -1.54786, 11.8117, 1.23407, 1.21592, -0.383479, 0.730887, 5.65941, -12.9022, 0, 
0, 0, 0, 0, 0, 0, 0, 6.44368, -2, 3.95068, 27.1425, 1.37226, 40.2545, -4.10894, -6.72709, 12.3349, -2.67381, 19.3765, -5.68856, -5.7362, 5.1527, 4.42723, -2.36446, 18.2299, 16.0336, 5.5179, -1.73828, -7.77498, -0.116553, 5.28252, 0, 
0, 0, 0, 0, 0, 0, 0, 11.0838, -2, -7.46709, -14.9832, 8.39758, 1.60571, 0.793229, -8.17677, 16.058, 0.858596, -6.88367, -7.51946, -11.1019, 10.2089, 8.60224, -1.72857, 28.4258, -8.00043, 5.54485, -1.13306, -6.03954, 4.00049, 8.32189, 0, 
0, 0, 0, 0, 0, 0, 0, -4.49149, -1, 6.79941, 3.32568, -5.80914, -13.2964, -9.7369, -7.32589, -14.8475, 7.83753, 9.36858, 3.69581, -13.5137, -2.52038, -7.23508, -1.06066, -25.4557, 4.15761, -17.7865, -1.45753, 11.5122, -26.2958, 11.8243, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7.06046, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66186, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32258, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.27086, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16.6463, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5.05985, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.20632, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.57843, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.22176, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.92897, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09513, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14.6623, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.40363, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.49617, 
