iNodes, 6
hNodes, 15
passes, 75000
accuracy, 0.0213863

0, 0, 0, 0, 0, 0, 0, -2.69702, -5.60553, -8.26491, -6.50066, 0.0507499, 1.47005, -15.4326, 4.75865, -2.77921, -3.97614, -3.19845, -2.18218, -1.3126, -4.3466, 18.6573, 1.48296, 
0, 0, 0, 0, 0, 0, 0, 3.15964, 2.18232, 7.46976, -4.44427, 13.0091, -17.2326, 0.770109, -6.19906, 9.45954, 7.90676, 7.82938, -1.06435, 1.96422, -4.47271, -6.8283, 0, 
0, 0, 0, 0, 0, 0, 0, -14.3003, -5.67102, -1.87257, 2.08001, -6.3124, -4.05458, 5.40939, 1.44718, -7.9662, 3.40004, 1.27782, -0.037921, -5.14006, -9.5207, -4.74019, 0, 
0, 0, 0, 0, 0, 0, 0, 10.3241, 7.9527, 2.41818, -4.61411, -15.066, -7.9997, 15.6519, -6.56785, 0.582574, -9.45576, 6.62185, 2.01182, -3.24793, 4.87213, -7.56536, 0, 
0, 0, 0, 0, 0, 0, 0, 0.590562, 15.9994, 5.67928, 4.22026, 2.27314, 1.17558, 1.95891, 0.367282, -3.73232, 4.64426, 4.09129, -1.00006, 0.568598, 2.73636, -7.08168, 0, 
0, 0, 0, 0, 0, 0, 0, -1.29943, -23.8168, 13.3254, 5.01706, 2.36805, 0.137663, -0.99384, -0.69599, 2.85948, -15.2119, -7.8586, -2.01143, 0.304325, 10.3301, -18.9937, 0, 
0, 0, 0, 0, 0, 0, 0, -1.4385, 1.25445, -14.9265, 2.87531, -4.98457, -0.0815963, 15.685, -5.23793, -0.738391, 9.80386, -5.48052, -1.37233, 2.73939, -8.7602, 3.07484, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07832, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5.01107, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54499, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.35256, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22005, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7.66633, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.24911, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.14838, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7.31491, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.26309, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.53276, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.582447, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04714, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7.73264, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.47209, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
