iNodes, 6
hNodes, 13
passes, 86000
accuracy, 0.0214791

0, 0, 0, 0, 0, 0, 0, -16.2823, -9.66774, -6.73694, -2.59881, 9.92384, -7.82741, -0.909856, 19.3688, -1.28155, -2.78889, 10.6838, -5.42961, 0.0212128, 1.86232, 
0, 0, 0, 0, 0, 0, 0, 10.0443, 20.1998, 6.46192, 5.49007, 4.8269, 8.1454, 16.1019, -14.8808, 4.48371, -0.635819, -12.1448, 16.3025, -15.1777, 0, 
0, 0, 0, 0, 0, 0, 0, -10.6856, 2.97808, -15.0268, -2.7265, -4.05555, -2.69897, -4.68363, -0.757161, 0.565559, -0.293674, -0.677252, -8.41571, -2.76818, 0, 
0, 0, 0, 0, 0, 0, 0, 3.16006, 2.9097, 9.62524, -4.83875, -12.0586, -1.81159, -17.0872, -2.12331, -1.04824, -0.474415, -7.84082, -4.59838, -8.71698, 0, 
0, 0, 0, 0, 0, 0, 0, 21.7877, 13.0349, 3.28815, -4.52945, 0.975947, 6.27222, 3.76625, -13.2962, -1.98022, -0.133714, -2.51929, -3.13334, 2.14667, 0, 
0, 0, 0, 0, 0, 0, 0, 11.3944, -7.2454, -1.05492, 9.96357, 1.94748, -7.58927, 2.66317, -28.3406, 0.385654, -2.3669, -4.8787, 5.78015, 4.79333, 0, 
0, 0, 0, 0, 0, 0, 0, -17.6596, -11.5095, 4.06301, -1.86096, -14.9171, 9.15924, -6.61984, 25.6803, -3.97879, -0.873873, -5.88515, -0.244684, -4.72268, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7.00081, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.56625, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.61728, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29636, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01271, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37218, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.51773, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.71487, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.3063, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.388272, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.82806, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.81855, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9.44279, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
