epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0369885, 45.899, 0.85754, 0.0209419
2000, 0.0356781, 44.273, 0.864097, 0.0211434
3000, 0.0349893, 43.4182, 0.862891, 0.0212251
4000, 0.0343586, 42.6356, 0.858226, 0.0216815
5000, 0.0339332, 42.1077, 0.855447, 0.0215913
6000, 0.0335234, 41.5992, 0.854515, 0.0212458
7000, 0.033231, 41.2363, 0.855523, 0.0206657
8000, 0.0330412, 41.0008, 0.857307, 0.0200006
9000, 0.0329362, 40.8705, 0.859021, 0.0194945
10000, 0.0328331, 40.7426, 0.861303, 0.0191779
11000, 0.0326904, 40.5656, 0.86517, 0.0188373
12000, 0.0323428, 40.1341, 0.865797, 0.0180981
13000, 0.031919, 39.6082, 0.870579, 0.0173166
15000, 0.030175, 37.4442, 0.871593, 0.0186299
17000, 0.0287165, 35.6343, 0.869478, 0.0203087
18000, 0.0286871, 35.5979, 0.868851, 0.020589
20000, 0.0283999, 35.2414, 0.870123, 0.0206326
22000, 0.0283254, 35.149, 0.870302, 0.0207994
24000, 0.028283, 35.0964, 0.870588, 0.0209329
26000, 0.0282519, 35.0578, 0.870889, 0.0210517
28000, 0.0282247, 35.024, 0.871092, 0.0211729
30000, 0.0282009, 34.9946, 0.871325, 0.0212847
32000, 0.0281827, 34.972, 0.871585, 0.021373
34000, 0.0281646, 34.9494, 0.87185, 0.0214382
36000, 0.0281485, 34.9294, 0.872067, 0.0214945
38000, 0.0281359, 34.9139, 0.872187, 0.0215568
40000, 0.0281202, 34.8944, 0.872447, 0.021596
42000, 0.0281105, 34.8823, 0.872635, 0.0216351
44000, 0.0280986, 34.8675, 0.872926, 0.0216524
46000, 0.0280759, 34.8394, 0.873214, 0.0216591
48000, 0.0280532, 34.8112, 0.873473, 0.0216597
50000, 0.0280346, 34.7882, 0.873811, 0.0216556
52000, 0.0280079, 34.755, 0.874206, 0.0216253
54000, 0.0279906, 34.7336, 0.87459, 0.0215976
56000, 0.0279808, 34.7214, 0.874859, 0.0216046
58000, 0.0279603, 34.6959, 0.875196, 0.0215949
60000, 0.0279383, 34.6686, 0.875699, 0.0215595
62000, 0.0279147, 34.6393, 0.876091, 0.0215368
64000, 0.0278929, 34.6123, 0.87656, 0.021497
66000, 0.0278719, 34.5862, 0.87711, 0.0214508
68000, 0.0278512, 34.5605, 0.877597, 0.0214111
70000, 0.0278299, 34.5342, 0.878117, 0.0213904
72000, 0.0278022, 34.4997, 0.878694, 0.0213397
74000, 0.0277748, 34.4657, 0.87923, 0.0212825
76000, 0.0277518, 34.4372, 0.879721, 0.0212513
78000, 0.0277328, 34.4136, 0.880252, 0.021216
80000, 0.0277181, 34.3954, 0.880745, 0.021208
82000, 0.0276979, 34.3703, 0.88127, 0.0211818
84000, 0.0276758, 34.3429, 0.881649, 0.021186
86000, 0.0276434, 34.3027, 0.882137, 0.0211671
88000, 0.0276171, 34.2701, 0.882572, 0.0211533
90000, 0.0275956, 34.2434, 0.883073, 0.0211413
92000, 0.027573, 34.2153, 0.88379, 0.0211034
94000, 0.0275504, 34.1872, 0.884408, 0.0210878
96000, 0.0275204, 34.15, 0.885011, 0.0210743
98000, 0.0274854, 34.1067, 0.885754, 0.0210416
100000, 0.027449, 34.0614, 0.886401, 0.021018
102000, 0.0274125, 34.0161, 0.887108, 0.0209797
104000, 0.0273812, 33.9773, 0.887744, 0.0209699
106000, 0.0273473, 33.9352, 0.888181, 0.0209794
108000, 0.0273164, 33.8969, 0.888669, 0.0209698
110000, 0.0272862, 33.8594, 0.889012, 0.0209819
112000, 0.0272607, 33.8278, 0.889156, 0.0210183
114000, 0.0272366, 33.7979, 0.8892, 0.0210567
116000, 0.0272102, 33.7651, 0.889128, 0.0210993
118000, 0.0271879, 33.7375, 0.888963, 0.0211633
120000, 0.0271718, 33.7175, 0.888806, 0.0212198
122000, 0.0271544, 33.6959, 0.888573, 0.0212741
124000, 0.0271365, 33.6737, 0.888461, 0.021297
126000, 0.0271164, 33.6488, 0.888352, 0.0213064
128000, 0.0271004, 33.6289, 0.888111, 0.0213444
130000, 0.0270863, 33.6114, 0.887859, 0.0213751
132000, 0.0270744, 33.5967, 0.887598, 0.0214027
134000, 0.027061, 33.58, 0.887474, 0.0214142
136000, 0.027047, 33.5626, 0.887499, 0.0213907
138000, 0.0270307, 33.5424, 0.887474, 0.0213707
140000, 0.0270171, 33.5255, 0.887366, 0.0213618
142000, 0.027006, 33.5118, 0.887096, 0.0213788
144000, 0.0269986, 33.5026, 0.886973, 0.0213886
146000, 0.0269927, 33.4953, 0.886829, 0.021405
148000, 0.0269889, 33.4905, 0.886633, 0.021443
150000, 0.026986, 33.4869, 0.886463, 0.0214762
152000, 0.0269819, 33.4818, 0.886203, 0.0215107
154000, 0.0269779, 33.4769, 0.885925, 0.0215425
156000, 0.026975, 33.4733, 0.885698, 0.021571
158000, 0.0269728, 33.4705, 0.885504, 0.0215882
160000, 0.0269694, 33.4663, 0.885483, 0.021584
162000, 0.0269667, 33.463, 0.8854, 0.0215989
164000, 0.0269662, 33.4623, 0.885396, 0.021595
166000, 0.0269657, 33.4617, 0.885381, 0.0215965
168000, 0.026963, 33.4583, 0.885503, 0.0215756
170000, 0.026963, 33.4583, 0.885529, 0.0215756
