epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0366535, 45.4833, 0.665534, 0.0405976
2000, 0.0337988, 41.9409, 0.686369, 0.0393685
3000, 0.0322085, 39.9676, 0.706294, 0.037674
4000, 0.031824, 39.4904, 0.721161, 0.0366414
5000, 0.0313993, 38.9634, 0.736714, 0.0357204
6000, 0.0310846, 38.5729, 0.749547, 0.035501
7000, 0.0309471, 38.4023, 0.754163, 0.0356967
8000, 0.0309268, 38.3771, 0.755141, 0.0360176
10000, 0.0295797, 36.7054, 0.797978, 0.0277203
11000, 0.0294822, 36.5844, 0.794991, 0.0287566
12000, 0.029423, 36.5109, 0.792355, 0.0298375
13000, 0.0293584, 36.4308, 0.789935, 0.0313306
14000, 0.0292269, 36.2677, 0.787021, 0.0338423
15000, 0.0289448, 35.9176, 0.784255, 0.0367736
16000, 0.0286021, 35.4924, 0.784441, 0.0380702
17000, 0.0283245, 35.1478, 0.784265, 0.0391437
18000, 0.0281457, 34.9261, 0.783437, 0.0400944
19000, 0.0280229, 34.7736, 0.783718, 0.0407257
20000, 0.0279024, 34.6241, 0.785397, 0.0410865
21000, 0.0277437, 34.4272, 0.787491, 0.0413347
22000, 0.0276127, 34.2646, 0.788456, 0.0413526
23000, 0.0274728, 34.0911, 0.79118, 0.0411873
24000, 0.0273187, 33.8997, 0.798093, 0.0399591
25000, 0.0272283, 33.7876, 0.806824, 0.0380426
26000, 0.0271742, 33.7204, 0.814758, 0.0363061
27000, 0.027101, 33.6297, 0.821069, 0.0346065
28000, 0.0270392, 33.5529, 0.826672, 0.0340962
30000, 0.0262222, 32.5392, 0.810361, 0.0402057
31000, 0.0261881, 32.4968, 0.813229, 0.0412803
33000, 0.0249418, 30.9502, 0.833158, 0.0330304
35000, 0.0248036, 30.7788, 0.87254, 0.0205179
36000, 0.0246033, 30.5302, 0.869387, 0.0224349
37000, 0.0244206, 30.3035, 0.865308, 0.0245169
38000, 0.0242981, 30.1515, 0.860684, 0.0267537
39000, 0.0242804, 30.1295, 0.856279, 0.029201
42000, 0.0241764, 30.0005, 0.89412, 0.0161437
43000, 0.0241739, 29.9974, 0.89542, 0.0162923
45000, 0.0238933, 29.6492, 0.896659, 0.016019
47000, 0.0236968, 29.4054, 0.89708, 0.0162393
49000, 0.023623, 29.3138, 0.897129, 0.0162972
51000, 0.023623, 29.3138, 0.898265, 0.0161895
