epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0374729, 46.5002, 0.881806, 0.0351777
2000, 0.0343659, 42.6447, 0.917145, 0.023598
3000, 0.0322239, 39.9867, 0.936532, 0.0195688
4000, 0.0311279, 38.6266, 0.940763, 0.0193195
5000, 0.0303764, 37.6941, 0.940329, 0.0205303
6000, 0.0297699, 36.9415, 0.937709, 0.0223168
7000, 0.029411, 36.4961, 0.935599, 0.0235625
8000, 0.0292377, 36.2811, 0.933968, 0.0245025
9000, 0.0291224, 36.138, 0.932556, 0.0255247
10000, 0.0290149, 36.0046, 0.931574, 0.0263883
11000, 0.0289862, 35.969, 0.930961, 0.0271004
13000, 0.0283126, 35.1331, 0.941669, 0.0199627
14000, 0.028262, 35.0704, 0.941503, 0.0204158
15000, 0.0282201, 35.0184, 0.941177, 0.020879
16000, 0.0281823, 34.9714, 0.940572, 0.0214024
17000, 0.0281478, 34.9286, 0.939824, 0.021946
18000, 0.0281157, 34.8887, 0.93893, 0.0224961
19000, 0.0280568, 34.8157, 0.938533, 0.0226532
20000, 0.0279241, 34.651, 0.939285, 0.0222399
22000, 0.0270061, 33.5119, 0.946164, 0.0184199
23000, 0.0268545, 33.3238, 0.947116, 0.0186407
24000, 0.0268188, 33.2795, 0.948524, 0.0185686
26000, 0.0263908, 32.7483, 0.952332, 0.0162114
27000, 0.0263263, 32.6683, 0.95303, 0.0161257
28000, 0.0262868, 32.6193, 0.953391, 0.0162395
29000, 0.0262469, 32.5697, 0.95355, 0.016458
30000, 0.0261887, 32.4975, 0.953403, 0.0169456
31000, 0.0261256, 32.4193, 0.953138, 0.0176545
32000, 0.0260985, 32.3857, 0.952928, 0.0183549
34000, 0.025518, 31.6653, 0.95569, 0.0162056
35000, 0.0254983, 31.6409, 0.955601, 0.0164877
36000, 0.0254895, 31.63, 0.955599, 0.0168042
38000, 0.0253232, 31.4236, 0.956255, 0.0162321
40000, 0.0252746, 31.3632, 0.956534, 0.0161787
42000, 0.0252257, 31.3026, 0.956882, 0.0160863
44000, 0.0251744, 31.239, 0.957295, 0.0159758
46000, 0.0251255, 31.1782, 0.957722, 0.0158627
48000, 0.0250793, 31.1209, 0.958193, 0.0156989
50000, 0.0250389, 31.0708, 0.958633, 0.0155688
52000, 0.0250041, 31.0275, 0.958932, 0.0155113
54000, 0.0249572, 30.9694, 0.959196, 0.0154748
56000, 0.0249212, 30.9247, 0.959415, 0.015431
58000, 0.0249023, 30.9012, 0.959471, 0.0154197
60000, 0.0248775, 30.8705, 0.959591, 0.0153758
62000, 0.0248479, 30.8338, 0.959751, 0.0153354
64000, 0.0248238, 30.8038, 0.959973, 0.0152789
66000, 0.0248055, 30.7812, 0.960099, 0.0152266
68000, 0.0247877, 30.7591, 0.960295, 0.0151641
70000, 0.0247656, 30.7316, 0.960578, 0.0150648
72000, 0.0247443, 30.7052, 0.960708, 0.0149897
74000, 0.0247365, 30.6956, 0.960913, 0.0148615
76000, 0.0247184, 30.673, 0.961224, 0.0147187
78000, 0.0247036, 30.6547, 0.961478, 0.014597
80000, 0.0246913, 30.6394, 0.961603, 0.0145113
82000, 0.0246755, 30.6198, 0.961792, 0.014437
84000, 0.0246591, 30.5995, 0.96209, 0.0143335
86000, 0.0246442, 30.5809, 0.962334, 0.0142288
88000, 0.0246305, 30.564, 0.962476, 0.0141446
90000, 0.0246155, 30.5453, 0.962642, 0.0140417
92000, 0.0245998, 30.5258, 0.962813, 0.0139346
94000, 0.0245835, 30.5057, 0.962998, 0.0138518
96000, 0.0245645, 30.4821, 0.96322, 0.0137576
98000, 0.024546, 30.4591, 0.96344, 0.0136456
100000, 0.024531, 30.4405, 0.963576, 0.0135679
102000, 0.0245113, 30.416, 0.963738, 0.0134604
104000, 0.0244949, 30.3957, 0.96392, 0.0133415
106000, 0.024485, 30.3834, 0.964066, 0.0132379
108000, 0.0244724, 30.3678, 0.964199, 0.0131709
110000, 0.0244635, 30.3568, 0.96431, 0.013109
112000, 0.0244514, 30.3417, 0.964452, 0.013067
114000, 0.0244388, 30.3262, 0.964592, 0.0130005
116000, 0.0244276, 30.3123, 0.9647, 0.0129469
118000, 0.0244074, 30.2871, 0.964851, 0.0128736
120000, 0.0243855, 30.26, 0.965083, 0.0128027
122000, 0.024367, 30.237, 0.965199, 0.0127698
124000, 0.0243519, 30.2183, 0.965298, 0.0127189
126000, 0.0243319, 30.1934, 0.96537, 0.0127031
128000, 0.0243126, 30.1695, 0.965476, 0.0126833
130000, 0.024291, 30.1427, 0.965605, 0.0126445
132000, 0.0242668, 30.1127, 0.965658, 0.0126334
134000, 0.0242412, 30.0809, 0.965776, 0.0126039
136000, 0.0242132, 30.0461, 0.965896, 0.0125857
138000, 0.0241797, 30.0046, 0.966047, 0.0125823
140000, 0.0241458, 29.9625, 0.96623, 0.0125331
142000, 0.0241171, 29.9269, 0.966363, 0.0124862
144000, 0.0240817, 29.883, 0.966563, 0.0124476
146000, 0.0240502, 29.8439, 0.9667, 0.0124139
148000, 0.0240149, 29.8001, 0.96682, 0.0124
150000, 0.0239775, 29.7537, 0.966975, 0.0123664
152000, 0.0239368, 29.7031, 0.96713, 0.012325
154000, 0.0238971, 29.654, 0.96732, 0.0122678
156000, 0.0238575, 29.6048, 0.9675, 0.0122021
158000, 0.0238221, 29.5609, 0.967714, 0.0121327
160000, 0.0237891, 29.5199, 0.96789, 0.0120995
162000, 0.0237601, 29.4839, 0.968063, 0.0120457
164000, 0.0237269, 29.4427, 0.96821, 0.0120069
166000, 0.0236941, 29.402, 0.968396, 0.0119403
168000, 0.0236601, 29.3598, 0.968534, 0.0118867
170000, 0.0236268, 29.3185, 0.96863, 0.0118497
172000, 0.023592, 29.2753, 0.968795, 0.011801
174000, 0.0235572, 29.2322, 0.968937, 0.011735
175000, 0.0235542, 29.2284, 0.969027, 0.0118936
177000, 0.0234899, 29.1487, 0.969202, 0.011614
178000, 0.0234831, 29.1402, 0.969354, 0.0117423
180000, 0.0234218, 29.0641, 0.969555, 0.0114892
181000, 0.0234106, 29.0502, 0.969666, 0.0116112
183000, 0.0233556, 28.982, 0.969822, 0.0113504
184000, 0.0233428, 28.9661, 0.969887, 0.0114711
186000, 0.0232825, 28.8913, 0.97012, 0.0112405
187000, 0.0232759, 28.8831, 0.970116, 0.0113923
189000, 0.0232225, 28.8168, 0.970329, 0.0111836
