epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0371368, 46.083, 0.893687, 0.019786
2000, 0.0351622, 43.6328, 0.905896, 0.0194112
3000, 0.0334367, 41.4916, 0.917947, 0.0196363
4000, 0.0320963, 39.8283, 0.923995, 0.0205528
5000, 0.0311571, 38.6629, 0.926227, 0.022043
6000, 0.0308445, 38.275, 0.92726, 0.02284
7000, 0.0306704, 38.0589, 0.928798, 0.0232419
8000, 0.0305699, 37.9342, 0.930655, 0.0233998
9000, 0.0305128, 37.8633, 0.932646, 0.0236671
10000, 0.03048, 37.8227, 0.934822, 0.0239263
11000, 0.030322, 37.6266, 0.937741, 0.0235067
12000, 0.0301805, 37.451, 0.941228, 0.0231153
13000, 0.0301396, 37.4002, 0.944025, 0.0231434
14000, 0.0299513, 37.1665, 0.945669, 0.0233387
15000, 0.029632, 36.7703, 0.946187, 0.0235482
16000, 0.0289243, 35.8922, 0.946031, 0.0244963
17000, 0.0281636, 34.9483, 0.939231, 0.0267927
19000, 0.025035, 31.066, 0.964936, 0.0171813
20000, 0.0249804, 30.9981, 0.963694, 0.0179429
22000, 0.0242867, 30.1374, 0.976687, 0.0133977
23000, 0.0239965, 29.7772, 0.97697, 0.0132942
24000, 0.0236656, 29.3667, 0.977464, 0.0130032
25000, 0.0234558, 29.1064, 0.977532, 0.0128075
26000, 0.0234139, 29.0544, 0.976746, 0.0128705
28000, 0.0228616, 28.369, 0.982503, 0.0110372
29000, 0.022799, 28.2913, 0.982198, 0.0108543
30000, 0.022764, 28.2479, 0.981792, 0.0108038
31000, 0.0227591, 28.2418, 0.981211, 0.0108407
33000, 0.0225684, 28.0052, 0.982979, 0.0105383
34000, 0.0225348, 27.9634, 0.982857, 0.0104795
35000, 0.0225124, 27.9357, 0.982717, 0.0104515
36000, 0.022509, 27.9314, 0.982518, 0.0104445
38000, 0.0224397, 27.8454, 0.98318, 0.0103471
39000, 0.0224113, 27.8102, 0.983121, 0.010334
40000, 0.0223989, 27.7948, 0.982966, 0.0103747
42000, 0.0223624, 27.7495, 0.983314, 0.0103596
43000, 0.022335, 27.7155, 0.983252, 0.0103579
44000, 0.0223244, 27.7023, 0.983131, 0.0103912
46000, 0.0222829, 27.6509, 0.983408, 0.0104738
47000, 0.0222657, 27.6296, 0.983375, 0.0104359
48000, 0.022262, 27.6249, 0.983261, 0.010475
50000, 0.0222191, 27.5717, 0.983533, 0.0105784
51000, 0.0222106, 27.5611, 0.983529, 0.0105218
52000, 0.0222048, 27.554, 0.983495, 0.0105058
54000, 0.022166, 27.5058, 0.983748, 0.0105725
55000, 0.0221568, 27.4944, 0.983746, 0.0105072
56000, 0.0221545, 27.4915, 0.983662, 0.0104846
58000, 0.0221161, 27.4439, 0.98396, 0.0104982
59000, 0.022102, 27.4263, 0.983922, 0.0104734
60000, 0.0220982, 27.4217, 0.983835, 0.0104508
62000, 0.0220537, 27.3664, 0.984139, 0.0104549
63000, 0.0220402, 27.3497, 0.984026, 0.0104721
64000, 0.0220375, 27.3463, 0.98389, 0.0104646
66000, 0.0219885, 27.2856, 0.984165, 0.0105217
