epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0400945, 49.7532, 0.888562, 0.0252565
2000, 0.0384366, 47.696, 0.895558, 0.0180443
3000, 0.0381614, 47.3544, 0.897374, 0.0186329
5000, 0.0376636, 46.7368, 0.897825, 0.0181839
7000, 0.0376017, 46.6599, 0.897967, 0.0185946
9000, 0.0375659, 46.6155, 0.898033, 0.0188953
11000, 0.0375471, 46.5922, 0.898017, 0.0191142
13000, 0.037535, 46.5772, 0.898031, 0.0192729
15000, 0.0375271, 46.5674, 0.898038, 0.0193801
17000, 0.0375206, 46.5593, 0.89802, 0.0194527
19000, 0.0375177, 46.5557, 0.898026, 0.0195028
21000, 0.0375157, 46.5532, 0.898032, 0.0195308
23000, 0.0375144, 46.5517, 0.898012, 0.0195525
25000, 0.0375142, 46.5514, 0.897996, 0.0195751
27000, 0.0375133, 46.5502, 0.898002, 0.0195787
29000, 0.0375133, 46.5502, 0.897997, 0.0195831
