NetworkId, hNodes, Effective Passes, Total Passes, Step Parameter, Validation RMSE, Validation RMSE (DN), Test RMSE, Test RMSE DN, R^2, MSRE
0, 11, 46000, 54000, 0.1, 0.0273011, 33.878, 0.0274098, 34.0128, 0.926682, 0.0162522
1, 11, 371000, 381000, 0.010811, 0.0212077, 26.3166, 0.0215534, 26.7456, 0.955499, 0.0112281
2, 11, 633000, 652000, 0.0155245, 0.0221591, 27.4972, 0.0223883, 27.7816, 0.951687, 0.012802
3, 11, 555000, 563000, 0.01, 0.025044, 31.0771, 0.025081, 31.123, 0.93951, 0.0139151
4, 11, 504000, 514000, 0.0100226, 0.0226269, 28.0777, 0.0228928, 28.4077, 0.949573, 0.0128093
5, 11, 1510000, 1520000, 0.01, 0.0209547, 26.0026, 0.0210483, 26.1189, 0.957403, 0.0109614
