epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0376087, 46.6687, 0.756902, 0.0249608
2000, 0.0360161, 44.6924, 0.764589, 0.0244714
3000, 0.0346318, 42.9746, 0.793602, 0.0231044
4000, 0.0337061, 41.826, 0.820808, 0.021803
5000, 0.0327998, 40.7012, 0.843673, 0.0199362
6000, 0.0312764, 38.8109, 0.878153, 0.017433
7000, 0.0303239, 37.629, 0.891261, 0.0174376
8000, 0.0297874, 36.9632, 0.891194, 0.0187149
9000, 0.0288347, 35.781, 0.903735, 0.0182877
10000, 0.028225, 35.0244, 0.912462, 0.0177636
11000, 0.0279183, 34.6438, 0.916349, 0.0172173
12000, 0.0276701, 34.3358, 0.919683, 0.0164794
13000, 0.0274476, 34.0597, 0.923153, 0.0158135
14000, 0.027223, 33.7811, 0.927712, 0.0150602
15000, 0.0269051, 33.3866, 0.934071, 0.0141636
16000, 0.0266921, 33.1222, 0.939371, 0.0132315
17000, 0.0265861, 32.9907, 0.942805, 0.0125839
18000, 0.0265179, 32.906, 0.945487, 0.0121416
19000, 0.0264126, 32.7754, 0.94816, 0.0117545
20000, 0.0263167, 32.6563, 0.950797, 0.0113736
22000, 0.0251963, 31.2661, 0.95389, 0.00973023
23000, 0.0250884, 31.1322, 0.95366, 0.00973019
25000, 0.0242045, 30.0354, 0.955319, 0.00892038
26000, 0.024179, 30.0038, 0.954577, 0.00905938
28000, 0.023633, 29.3262, 0.955272, 0.00879399
29000, 0.0236194, 29.3094, 0.955125, 0.00885345
31000, 0.0233146, 28.9311, 0.955104, 0.00887793
32000, 0.0233004, 28.9135, 0.954975, 0.00891972
33000, 0.0232996, 28.9124, 0.954863, 0.00896426
35000, 0.0231105, 28.6778, 0.955114, 0.00898341
36000, 0.0231032, 28.6688, 0.955216, 0.00898826
38000, 0.0229816, 28.5179, 0.955195, 0.00901044
39000, 0.0229744, 28.5089, 0.955048, 0.00902299
40000, 0.0229644, 28.4966, 0.955096, 0.00901043
41000, 0.02296, 28.491, 0.955325, 0.00897285
42000, 0.0229566, 28.4868, 0.955482, 0.00894642
43000, 0.0229478, 28.476, 0.955752, 0.0088937
44000, 0.0229421, 28.4689, 0.955725, 0.00891443
46000, 0.0228397, 28.3418, 0.955157, 0.00904399
48000, 0.0227654, 28.2496, 0.954917, 0.00912271
50000, 0.0227654, 28.2496, 0.953953, 0.00927377
