epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0374806, 46.5097, 0.890042, 0.0461862
2000, 0.0353729, 43.8942, 0.912212, 0.040173
3000, 0.0337323, 41.8584, 0.928573, 0.0322947
4000, 0.0329855, 40.9317, 0.935415, 0.028567
5000, 0.0327381, 40.6247, 0.937551, 0.0286726
6000, 0.032617, 40.4745, 0.939197, 0.0282841
7000, 0.0322001, 39.9571, 0.946866, 0.0246021
8000, 0.0316691, 39.2982, 0.954962, 0.0205305
9000, 0.0311646, 38.6721, 0.957275, 0.0191747
10000, 0.0307622, 38.1729, 0.958496, 0.0179338
11000, 0.0294608, 36.5579, 0.960446, 0.0165803
12000, 0.0279469, 34.6793, 0.960983, 0.016156
13000, 0.0273042, 33.8818, 0.961015, 0.0163463
14000, 0.0270918, 33.6182, 0.960958, 0.0164361
16000, 0.0265345, 32.9266, 0.957303, 0.0192113
17000, 0.0264262, 32.7922, 0.959043, 0.0178097
18000, 0.0263602, 32.7103, 0.960402, 0.0167008
19000, 0.0263369, 32.6814, 0.961369, 0.0159368
22000, 0.0263369, 32.6814, 0.955736, 0.0199535
