iNodes, 6
hNodes, 18
passes, 656000
accuracy, 0.0201978

0, 0, 0, 0, 0, 0, 0, 3.65639, -1.5997, -3.41183, -1.98174, 15.3504, -3.77516, -5.3643, -11.6409, 0.406507, 1.1259, -1.90226, -5.99594, -9.45143, -1.34591, -1.50187, -1.41739, -1.7701, -8.89282, 3.26933, 
0, 0, 0, 0, 0, 0, 0, -12.4141, -0.110427, 3.15356, 10.4557, -12.035, 4.00006, 4.5605, 5.76775, -14.448, 9.77531, 10.5725, -3.69892, 6.49173, 0.0653134, 0.23701, -1.6846, 3.99987, 11.4081, 0, 
0, 0, 0, 0, 0, 0, 0, 0.59424, -1.55172, -3.54136, -4.17088, 0.978644, 1.01911, -5.34247, -1.15537, -3.89905, -5.32679, -6.06194, -2.27887, -5.66638, -1.79936, -0.505349, -2.24432, -2.28624, 0.976715, 0, 
0, 0, 0, 0, 0, 0, 0, -8.0345, 0.999981, 5.57749, -4.6851, -9.15119, 4.08271, 7.20179, 11.1987, -4.32385, -12.6919, -2.83973, 0.800424, 10.8901, -0.348342, -0.876678, 7.33183, 8.3242, -4.71647, 0, 
0, 0, 0, 0, 0, 0, 0, -6.16814, -0.193363, -1.9496, -2.69152, -3.76558, 1.957, 13.0354, 0.73983, 0.717408, 1.96527, -4.19831, 0.899398, 9.66144, -0.819126, -0.535278, 1.01411, 2.48159, 3.62999, 0, 
0, 0, 0, 0, 0, 0, 0, 7.54185, -1.39205, 1.94316, -12.4189, -11.2929, -3.22245, -14.7838, 0.26398, -0.192535, -3.55537, -1.03542, -2.76422, -1.27626, -1.19553, -0.524865, 0.98666, -2.38452, 11.502, 0, 
0, 0, 0, 0, 0, 0, 0, 5.51868, -1.00206, 1.78349, 18.85, -3.39852, -0.961358, -1.89123, 12.3703, 0.791699, -0.653442, 3.99406, 9.19827, -6.43562, -1.663, -1.56611, -2.18686, -6.00492, -8.57361, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.70131, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39906, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81116, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13674, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.97777, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.49622, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4.69732, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.89992, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15.9289, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.22171, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7.97642, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.68091, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.22539, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24147, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.990869, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98668, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5.61035, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.75588, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
