epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0349813, 43.4083, 0.925836, 0.0240129
2000, 0.0320964, 39.8284, 0.935015, 0.0249405
3000, 0.0309068, 38.3523, 0.937805, 0.02623
4000, 0.0304523, 37.7883, 0.940165, 0.0276664
5000, 0.0302515, 37.5391, 0.941907, 0.028606
6000, 0.0301613, 37.4272, 0.942923, 0.0292171
7000, 0.0301159, 37.3708, 0.943602, 0.0295079
8000, 0.0300757, 37.3209, 0.944402, 0.02951
9000, 0.0300011, 37.2283, 0.945345, 0.0293021
10000, 0.0298774, 37.0748, 0.946781, 0.0292763
11000, 0.029661, 36.8063, 0.9492, 0.0295106
12000, 0.0293544, 36.4259, 0.952036, 0.0298937
13000, 0.0290984, 36.1082, 0.95381, 0.0298082
14000, 0.028335, 35.1609, 0.95863, 0.0229165
15000, 0.0273847, 33.9817, 0.957967, 0.0175649
16000, 0.0271068, 33.6369, 0.956999, 0.0144179
17000, 0.026869, 33.3417, 0.958058, 0.0116288
18000, 0.0267618, 33.2087, 0.958366, 0.0102693
19000, 0.0266883, 33.1175, 0.958345, 0.00955982
20000, 0.0264917, 32.8735, 0.958201, 0.00901162
22000, 0.0252544, 31.3382, 0.963764, 0.0113108
23000, 0.025062, 31.0995, 0.965079, 0.0110228
24000, 0.0250449, 31.0782, 0.965731, 0.0107538
26000, 0.0244436, 30.3321, 0.966051, 0.0121526
27000, 0.024417, 30.2991, 0.966015, 0.0120534
29000, 0.024208, 30.0397, 0.966931, 0.0117633
30000, 0.0241581, 29.9778, 0.966683, 0.0118789
31000, 0.0241307, 29.9437, 0.966545, 0.0119587
32000, 0.024114, 29.9231, 0.96651, 0.0120331
34000, 0.0240485, 29.8418, 0.968045, 0.0110801
35000, 0.0239996, 29.7811, 0.967927, 0.0113491
36000, 0.0239525, 29.7226, 0.967744, 0.0116255
37000, 0.0239104, 29.6704, 0.967588, 0.0118975
38000, 0.0238784, 29.6307, 0.967569, 0.0121291
39000, 0.0238535, 29.5998, 0.967636, 0.0123755
40000, 0.0238407, 29.5839, 0.967706, 0.0125847
42000, 0.0237122, 29.4245, 0.969135, 0.0116309
43000, 0.0236702, 29.3724, 0.96896, 0.0119781
44000, 0.0236362, 29.3302, 0.968714, 0.0123339
45000, 0.023616, 29.3051, 0.968507, 0.0126707
46000, 0.0236022, 29.288, 0.968361, 0.0129951
47000, 0.0235982, 29.283, 0.968353, 0.0132833
49000, 0.0234706, 29.1247, 0.969728, 0.0120999
50000, 0.0234373, 29.0834, 0.969521, 0.0125272
51000, 0.0234192, 29.0609, 0.969374, 0.0128815
52000, 0.0234074, 29.0463, 0.969308, 0.0132931
53000, 0.0234071, 29.0458, 0.969284, 0.0135953
55000, 0.0232937, 28.9051, 0.970513, 0.0124014
56000, 0.0232766, 28.8839, 0.970289, 0.0128055
57000, 0.0232701, 28.8759, 0.970102, 0.0131812
58000, 0.0232687, 28.8741, 0.969993, 0.0135782
60000, 0.0231807, 28.765, 0.971004, 0.0125374
61000, 0.0231769, 28.7603, 0.970786, 0.012949
62000, 0.0231756, 28.7586, 0.970495, 0.0133742
64000, 0.0231193, 28.6888, 0.971193, 0.0126426
65000, 0.0231171, 28.6861, 0.970871, 0.0130952
67000, 0.0230825, 28.6431, 0.971193, 0.0127096
68000, 0.0230801, 28.6401, 0.970864, 0.0131538
70000, 0.0230471, 28.5991, 0.971206, 0.0127697
71000, 0.0230444, 28.5958, 0.970912, 0.0132068
73000, 0.0230047, 28.5465, 0.971293, 0.0127975
75000, 0.0229847, 28.5217, 0.97133, 0.0127974
77000, 0.0229645, 28.4967, 0.971341, 0.0128217
79000, 0.022942, 28.4687, 0.971333, 0.0128744
81000, 0.0229208, 28.4424, 0.971345, 0.0129166
83000, 0.022898, 28.4141, 0.97129, 0.0129684
85000, 0.0228768, 28.3878, 0.971246, 0.0129942
87000, 0.0228533, 28.3586, 0.97123, 0.0130135
89000, 0.0228284, 28.3277, 0.971218, 0.0130391
91000, 0.0228042, 28.2977, 0.971252, 0.013045
93000, 0.0227811, 28.2691, 0.971276, 0.0130712
95000, 0.022759, 28.2416, 0.971325, 0.0130812
97000, 0.0227384, 28.2161, 0.97137, 0.0130868
99000, 0.0227177, 28.1905, 0.971346, 0.0131295
101000, 0.0226971, 28.1649, 0.971403, 0.013137
103000, 0.0226785, 28.1418, 0.971438, 0.0131492
105000, 0.0226613, 28.1204, 0.971559, 0.0131585
107000, 0.0226424, 28.097, 0.971664, 0.0131748
109000, 0.0226255, 28.076, 0.971732, 0.0131543
111000, 0.0226096, 28.0563, 0.971824, 0.0131446
113000, 0.022594, 28.0369, 0.971953, 0.0131122
115000, 0.0225786, 28.0178, 0.972068, 0.0130926
117000, 0.0225661, 28.0023, 0.972217, 0.0130567
119000, 0.0225526, 27.9855, 0.972331, 0.0130113
121000, 0.0225388, 27.9685, 0.972439, 0.012953
123000, 0.0225273, 27.9541, 0.972547, 0.012892
125000, 0.0225174, 27.9419, 0.972626, 0.012868
127000, 0.0225061, 27.9279, 0.972721, 0.0128388
129000, 0.0224947, 27.9137, 0.972808, 0.0128257
131000, 0.0224861, 27.903, 0.972898, 0.0127972
133000, 0.0224765, 27.891, 0.972943, 0.0127955
135000, 0.0224661, 27.8781, 0.972991, 0.0127948
137000, 0.0224579, 27.8679, 0.973082, 0.0127755
139000, 0.0224485, 27.8564, 0.973099, 0.0127907
141000, 0.0224411, 27.8472, 0.973112, 0.0127874
143000, 0.0224283, 27.8312, 0.973127, 0.0127889
145000, 0.022418, 27.8185, 0.973139, 0.0128076
147000, 0.0224099, 27.8085, 0.973161, 0.0128003
149000, 0.0224022, 27.7989, 0.973181, 0.0127984
151000, 0.0223945, 27.7893, 0.973253, 0.0127568
153000, 0.0223902, 27.784, 0.973322, 0.0127151
155000, 0.0223847, 27.7771, 0.973384, 0.0126665
157000, 0.0223792, 27.7703, 0.97344, 0.0126215
159000, 0.0223736, 27.7634, 0.973498, 0.0125857
161000, 0.0223666, 27.7547, 0.973542, 0.0125453
163000, 0.0223582, 27.7443, 0.973571, 0.0125467
165000, 0.0223465, 27.7298, 0.973628, 0.0125377
167000, 0.0223353, 27.7158, 0.973684, 0.0125228
169000, 0.0223245, 27.7024, 0.973716, 0.0125366
171000, 0.0223157, 27.6915, 0.97377, 0.0125358
173000, 0.0223057, 27.6792, 0.973814, 0.012536
175000, 0.0222986, 27.6703, 0.97386, 0.0125257
177000, 0.0222871, 27.656, 0.973926, 0.0125062
179000, 0.0222751, 27.6412, 0.973938, 0.0124945
181000, 0.0222637, 27.627, 0.973995, 0.0124601
183000, 0.022255, 27.6162, 0.974045, 0.01245
185000, 0.0222434, 27.6019, 0.974097, 0.0124297
187000, 0.0222281, 27.5829, 0.974198, 0.01237
189000, 0.0222143, 27.5657, 0.974273, 0.0123378
191000, 0.0222009, 27.5491, 0.9743, 0.0123334
193000, 0.0221917, 27.5377, 0.974353, 0.0122939
195000, 0.0221802, 27.5234, 0.974393, 0.0122656
197000, 0.0221652, 27.5049, 0.974467, 0.0122112
199000, 0.0221512, 27.4875, 0.974468, 0.0121852
201000, 0.0221365, 27.4691, 0.97446, 0.0121776
203000, 0.0221235, 27.453, 0.974444, 0.0121796
205000, 0.022112, 27.4387, 0.974432, 0.0122028
207000, 0.0221017, 27.426, 0.974468, 0.0121858
209000, 0.0220914, 27.4132, 0.974538, 0.0121357
211000, 0.0220783, 27.3969, 0.974576, 0.0121094
213000, 0.0220679, 27.384, 0.974585, 0.012078
215000, 0.0220563, 27.3696, 0.974603, 0.0120549
217000, 0.0220478, 27.3591, 0.974625, 0.0120301
219000, 0.0220388, 27.348, 0.97464, 0.0120167
221000, 0.0220308, 27.338, 0.974616, 0.0120407
223000, 0.0220198, 27.3244, 0.974581, 0.0120632
225000, 0.0220097, 27.3119, 0.974601, 0.0120554
227000, 0.0220017, 27.3019, 0.974641, 0.0120251
229000, 0.0219953, 27.2939, 0.974654, 0.0120051
231000, 0.0219917, 27.2894, 0.974687, 0.0119886
233000, 0.0219871, 27.2838, 0.974745, 0.0119542
235000, 0.0219823, 27.2778, 0.974801, 0.0119084
237000, 0.0219807, 27.2758, 0.974861, 0.0118394
239000, 0.0219805, 27.2756, 0.974872, 0.0118014
241000, 0.0219793, 27.2741, 0.97487, 0.0117742
243000, 0.0219793, 27.2741, 0.97485, 0.0117623
