epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0384903, 47.7627, 0.845985, 0.0165527
2000, 0.0371906, 46.1498, 0.871639, 0.018002
3000, 0.0365472, 45.3514, 0.883398, 0.0187086
4000, 0.0364118, 45.1834, 0.88746, 0.0189621
6000, 0.03607, 44.7593, 0.890867, 0.0178956
8000, 0.0360388, 44.7205, 0.891816, 0.0178256
10000, 0.0360254, 44.7039, 0.892366, 0.0177724
12000, 0.0360185, 44.6953, 0.892658, 0.017742
14000, 0.0360153, 44.6914, 0.892903, 0.017714
16000, 0.0360132, 44.6888, 0.893018, 0.0177057
18000, 0.0360105, 44.6854, 0.893177, 0.0176794
20000, 0.0360082, 44.6825, 0.893304, 0.0176635
22000, 0.0360074, 44.6816, 0.893388, 0.0176489
24000, 0.0360071, 44.6812, 0.893443, 0.0176391
26000, 0.0360063, 44.6802, 0.893507, 0.0176381
28000, 0.0360063, 44.6802, 0.893519, 0.0176415
