epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0411198, 51.0256, 0.828962, 0.0189697
2000, 0.0406681, 50.4651, 0.829343, 0.0186245
4000, 0.0396546, 49.2075, 0.827053, 0.0184419
6000, 0.0393977, 48.8887, 0.827954, 0.0183215
8000, 0.0392418, 48.6952, 0.828715, 0.0181936
10000, 0.0391395, 48.5682, 0.829197, 0.0181112
12000, 0.0390678, 48.4792, 0.829731, 0.0180444
14000, 0.0390192, 48.4189, 0.830038, 0.0180042
16000, 0.0389922, 48.3854, 0.830081, 0.0180005
18000, 0.0389745, 48.3635, 0.830265, 0.0179815
20000, 0.0389623, 48.3483, 0.830388, 0.0179694
22000, 0.0389587, 48.3438, 0.830374, 0.0179686
24000, 0.0389538, 48.3377, 0.830415, 0.017967
26000, 0.0389529, 48.3367, 0.830418, 0.0179674
28000, 0.0389529, 48.3367, 0.83041, 0.0179657
