epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0391862, 48.6262, 0.891215, 0.0234048
2000, 0.0372096, 46.1734, 0.906828, 0.0205045
3000, 0.0361246, 44.8271, 0.915319, 0.0197512
4000, 0.0351797, 43.6544, 0.913929, 0.0206884
5000, 0.0341513, 42.3784, 0.916755, 0.0220708
6000, 0.0333176, 41.3439, 0.920503, 0.0223057
7000, 0.0329664, 40.9079, 0.921908, 0.0232053
8000, 0.0328093, 40.7131, 0.920889, 0.024061
9000, 0.0327527, 40.6428, 0.916938, 0.0254791
10000, 0.0327053, 40.584, 0.911965, 0.0272513
11000, 0.0326092, 40.4648, 0.907822, 0.0288624
12000, 0.0324236, 40.2344, 0.905987, 0.0298033
13000, 0.0321639, 39.9122, 0.907152, 0.0297537
14000, 0.0318914, 39.574, 0.911587, 0.0286951
15000, 0.0316521, 39.2771, 0.919871, 0.0269975
16000, 0.0315446, 39.1437, 0.924438, 0.0248995
18000, 0.0306322, 38.0115, 0.904918, 0.033531
19000, 0.0304725, 37.8133, 0.902822, 0.0337862
20000, 0.0304239, 37.753, 0.903163, 0.0326264
22000, 0.0294426, 36.5353, 0.900443, 0.0321274
24000, 0.0287624, 35.6912, 0.904928, 0.0283397
26000, 0.0286839, 35.5939, 0.90388, 0.0286348
28000, 0.0286402, 35.5397, 0.902858, 0.0289458
30000, 0.0286158, 35.5093, 0.901891, 0.0292295
32000, 0.0285945, 35.4829, 0.900857, 0.0295592
34000, 0.0285774, 35.4616, 0.899989, 0.02985
36000, 0.0285634, 35.4444, 0.899263, 0.030101
38000, 0.0285538, 35.4324, 0.898546, 0.0303653
40000, 0.0285447, 35.4211, 0.897872, 0.0306229
42000, 0.0285357, 35.41, 0.897253, 0.0308167
44000, 0.028529, 35.4016, 0.896776, 0.0309924
46000, 0.0285205, 35.3911, 0.896437, 0.0311477
48000, 0.0285136, 35.3826, 0.896269, 0.0312865
50000, 0.0285089, 35.3767, 0.896037, 0.0314567
52000, 0.0285056, 35.3726, 0.895766, 0.0316023
54000, 0.0285005, 35.3662, 0.895522, 0.0317343
56000, 0.028496, 35.3607, 0.895326, 0.0318175
58000, 0.0284894, 35.3525, 0.895246, 0.0318759
60000, 0.0284854, 35.3475, 0.895141, 0.0319498
62000, 0.0284801, 35.341, 0.89512, 0.032015
64000, 0.0284771, 35.3372, 0.895006, 0.0320805
66000, 0.0284733, 35.3326, 0.894939, 0.0321053
68000, 0.0284724, 35.3315, 0.894759, 0.0321706
70000, 0.0284676, 35.3254, 0.894689, 0.0322368
72000, 0.028466, 35.3235, 0.894577, 0.0323097
74000, 0.0284631, 35.3199, 0.894462, 0.032385
76000, 0.0284617, 35.3182, 0.894313, 0.0324557
78000, 0.028457, 35.3123, 0.894351, 0.0324565
80000, 0.0284547, 35.3094, 0.894336, 0.0324794
82000, 0.0284516, 35.3056, 0.89433, 0.0325421
84000, 0.0284491, 35.3024, 0.894273, 0.0325812
86000, 0.0284461, 35.2988, 0.894273, 0.0326106
88000, 0.0284441, 35.2963, 0.894235, 0.0326084
90000, 0.0284402, 35.2914, 0.894325, 0.0325927
92000, 0.0284381, 35.2889, 0.894307, 0.0325944
94000, 0.0284354, 35.2854, 0.89431, 0.0325895
96000, 0.0284328, 35.2822, 0.894319, 0.0325721
98000, 0.0284318, 35.2811, 0.894248, 0.0325536
100000, 0.0284318, 35.2811, 0.89413, 0.0325821
