epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0380034, 47.1584, 0.805083, 0.0197671
2000, 0.036928, 45.824, 0.803996, 0.0200952
3000, 0.036454, 45.2358, 0.803674, 0.0198609
4000, 0.0363765, 45.1396, 0.807797, 0.0193929
6000, 0.0357995, 44.4236, 0.835493, 0.0157215
8000, 0.0357604, 44.3751, 0.837889, 0.0154217
10000, 0.0357386, 44.3481, 0.840158, 0.0151755
12000, 0.0357268, 44.3333, 0.84147, 0.0150353
14000, 0.0357195, 44.3243, 0.842376, 0.0149461
16000, 0.0357135, 44.3169, 0.842728, 0.0148986
18000, 0.035711, 44.3138, 0.843291, 0.0148434
20000, 0.0357075, 44.3095, 0.84372, 0.014796
22000, 0.0357059, 44.3074, 0.843895, 0.0147763
24000, 0.0357059, 44.3074, 0.843953, 0.0147689
