pass,msqer
0, 0.00597558
1, 0.00242104
2, 0.00231868
3, 0.00226247
4, 0.00212777
5, 0.00190257
6, 0.00166062
7, 0.00153958
8, 0.00153686
9, 0.00150729
10, 0.00151926
