epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.03959, 49.1273, 0.905346, 0.0235462
2000, 0.0376092, 46.6692, 0.919121, 0.0206179
3000, 0.0364617, 45.2453, 0.927931, 0.0202351
4000, 0.0354241, 43.9578, 0.935741, 0.0187218
5000, 0.0344134, 42.7036, 0.93837, 0.0183093
6000, 0.0336322, 41.7342, 0.937373, 0.0195288
7000, 0.0333887, 41.432, 0.937296, 0.0198592
8000, 0.0333458, 41.3788, 0.936614, 0.0196919
9000, 0.0327816, 40.6786, 0.936263, 0.0195643
10000, 0.0324051, 40.2114, 0.933784, 0.0205121
11000, 0.0322128, 39.9729, 0.929761, 0.0218938
12000, 0.0320632, 39.7872, 0.924499, 0.0238169
13000, 0.0319164, 39.6051, 0.917789, 0.0262958
14000, 0.0317389, 39.3848, 0.908917, 0.0294484
15000, 0.0315004, 39.0889, 0.897435, 0.0333937
16000, 0.0312014, 38.7178, 0.882687, 0.0382566
17000, 0.0309255, 38.3755, 0.864346, 0.0440152
18000, 0.0307659, 38.1774, 0.842214, 0.0505897
21000, 0.0295049, 36.6126, 0.94592, 0.0184418
23000, 0.0284004, 35.242, 0.946832, 0.0189818
25000, 0.0283838, 35.2215, 0.947048, 0.0188551
27000, 0.0283719, 35.2067, 0.947097, 0.0187415
29000, 0.028355, 35.1857, 0.946974, 0.018569
31000, 0.0283253, 35.1489, 0.947015, 0.0183125
33000, 0.0282782, 35.0904, 0.947283, 0.0179939
35000, 0.0282322, 35.0334, 0.947475, 0.0176973
37000, 0.028192, 34.9835, 0.947464, 0.0174111
39000, 0.0281425, 34.9221, 0.947513, 0.017144
41000, 0.0280892, 34.8559, 0.947748, 0.0168574
43000, 0.0280411, 34.7962, 0.947932, 0.0165784
45000, 0.0279828, 34.7238, 0.948369, 0.0162868
47000, 0.0279335, 34.6627, 0.948646, 0.0160221
49000, 0.0278764, 34.5918, 0.949021, 0.0157379
51000, 0.0278082, 34.5072, 0.949456, 0.0154338
53000, 0.027754, 34.4399, 0.949819, 0.0151755
55000, 0.0277034, 34.3771, 0.950146, 0.0149252
57000, 0.0276476, 34.3079, 0.95058, 0.0146839
59000, 0.0275875, 34.2333, 0.951071, 0.0144455
61000, 0.027533, 34.1657, 0.951412, 0.0142305
63000, 0.0274723, 34.0903, 0.951757, 0.0140075
65000, 0.0274164, 34.0211, 0.952063, 0.0137846
67000, 0.0273688, 33.9619, 0.95229, 0.0136016
69000, 0.0273179, 33.8987, 0.952468, 0.0134494
71000, 0.0272669, 33.8354, 0.952645, 0.0133092
73000, 0.0272161, 33.7724, 0.952754, 0.0131775
75000, 0.0271527, 33.6938, 0.952894, 0.0130622
77000, 0.0270979, 33.6258, 0.953066, 0.0129476
79000, 0.0270285, 33.5396, 0.953388, 0.0128051
81000, 0.0269586, 33.453, 0.953626, 0.0126821
83000, 0.0268951, 33.3741, 0.953783, 0.0125682
85000, 0.0268257, 33.288, 0.954017, 0.0124578
87000, 0.0267498, 33.1938, 0.954347, 0.0123502
89000, 0.0266729, 33.0984, 0.954629, 0.0122519
91000, 0.0266014, 33.0097, 0.954857, 0.0121708
93000, 0.0265117, 32.8984, 0.955196, 0.0120866
95000, 0.026417, 32.7808, 0.955622, 0.0120105
97000, 0.0263112, 32.6496, 0.955925, 0.0119553
99000, 0.0262022, 32.5144, 0.95613, 0.0119351
101000, 0.0260914, 32.3769, 0.956331, 0.0119265
103000, 0.0259883, 32.2489, 0.956551, 0.0119311
105000, 0.0258747, 32.1079, 0.956796, 0.0119397
107000, 0.0257643, 31.9709, 0.957099, 0.0119604
109000, 0.0256758, 31.8611, 0.957435, 0.0119622
111000, 0.0256159, 31.7867, 0.957661, 0.011972
113000, 0.0255793, 31.7414, 0.957926, 0.0119358
115000, 0.0255498, 31.7048, 0.958073, 0.0118867
117000, 0.0255329, 31.6838, 0.958169, 0.0118368
119000, 0.02552, 31.6677, 0.958257, 0.0117832
121000, 0.0255018, 31.6452, 0.9583, 0.01173
123000, 0.0254649, 31.5994, 0.958304, 0.0116921
125000, 0.0254137, 31.5359, 0.958237, 0.0116652
127000, 0.0253438, 31.4492, 0.958229, 0.0116386
129000, 0.025252, 31.3352, 0.958217, 0.0116271
131000, 0.0251504, 31.2092, 0.958075, 0.0116301
133000, 0.0250397, 31.0718, 0.958107, 0.0116043
135000, 0.0249278, 30.9329, 0.958098, 0.0115787
137000, 0.0248064, 30.7823, 0.958113, 0.0115664
139000, 0.0246824, 30.6284, 0.958256, 0.0115464
141000, 0.0245729, 30.4925, 0.958301, 0.0115375
143000, 0.0244715, 30.3667, 0.958225, 0.0115593
145000, 0.0243803, 30.2535, 0.958106, 0.0116024
147000, 0.0242877, 30.1386, 0.958054, 0.0116373
149000, 0.0241965, 30.0255, 0.95802, 0.011674
151000, 0.0241115, 29.9199, 0.958048, 0.0117084
153000, 0.0240401, 29.8314, 0.958114, 0.0117352
155000, 0.0239591, 29.7309, 0.958195, 0.0117603
157000, 0.023894, 29.6501, 0.958317, 0.0117788
159000, 0.0238297, 29.5702, 0.958478, 0.0117836
161000, 0.0237764, 29.5041, 0.958708, 0.0117476
163000, 0.0237304, 29.447, 0.958803, 0.011737
165000, 0.0236942, 29.4021, 0.95887, 0.0117401
167000, 0.0236598, 29.3594, 0.958979, 0.0117316
169000, 0.0236253, 29.3166, 0.959092, 0.0117291
171000, 0.0236028, 29.2887, 0.959147, 0.0117296
173000, 0.0235788, 29.259, 0.959182, 0.0117333
175000, 0.0235558, 29.2304, 0.959255, 0.0117323
177000, 0.0235394, 29.2101, 0.959275, 0.011744
179000, 0.0235326, 29.2016, 0.959278, 0.0117536
181000, 0.0235135, 29.1779, 0.959288, 0.0117678
183000, 0.0234985, 29.1593, 0.959389, 0.0117501
185000, 0.0234905, 29.1493, 0.959483, 0.011751
187000, 0.0234842, 29.1416, 0.959557, 0.011752
189000, 0.0234747, 29.1297, 0.959678, 0.0117477
191000, 0.0234742, 29.1292, 0.959735, 0.0117483
193000, 0.0234711, 29.1253, 0.959835, 0.0117369
195000, 0.0234694, 29.1232, 0.959896, 0.0117384
197000, 0.0234572, 29.1081, 0.960019, 0.0117097
199000, 0.0234547, 29.1049, 0.960102, 0.0116962
201000, 0.0234542, 29.1044, 0.960256, 0.0116755
203000, 0.023443, 29.0904, 0.960381, 0.011646
205000, 0.0234306, 29.075, 0.960497, 0.0116205
207000, 0.0234227, 29.0653, 0.960641, 0.011588
209000, 0.0234083, 29.0474, 0.960754, 0.0115655
211000, 0.023397, 29.0334, 0.960877, 0.0115405
213000, 0.0233823, 29.015, 0.960952, 0.0115233
215000, 0.0233613, 28.9891, 0.961022, 0.0114971
217000, 0.0233383, 28.9605, 0.961119, 0.0114668
219000, 0.0233232, 28.9418, 0.961272, 0.0114342
221000, 0.0233082, 28.9231, 0.961359, 0.011408
223000, 0.0232958, 28.9077, 0.961389, 0.0113925
225000, 0.0232786, 28.8864, 0.961388, 0.0113784
227000, 0.0232604, 28.8638, 0.961483, 0.0113543
229000, 0.0232472, 28.8475, 0.961474, 0.0113428
231000, 0.0232304, 28.8266, 0.961461, 0.0113417
233000, 0.0232196, 28.8132, 0.96147, 0.0113324
235000, 0.0232044, 28.7943, 0.961526, 0.0113225
237000, 0.0231951, 28.7828, 0.961641, 0.0112944
239000, 0.0231848, 28.77, 0.961774, 0.0112687
241000, 0.0231786, 28.7623, 0.961902, 0.0112473
243000, 0.0231731, 28.7555, 0.961976, 0.0112271
245000, 0.0231731, 28.7555, 0.96198, 0.0112202
