epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0425529, 52.8039, 0.819404, 0.0413655
2000, 0.0393848, 48.8726, 0.883288, 0.0294045
3000, 0.0378323, 46.9461, 0.90493, 0.0272783
4000, 0.0368626, 45.7428, 0.915733, 0.0273682
5000, 0.0359476, 44.6074, 0.922417, 0.0277072
6000, 0.0351757, 43.6496, 0.926873, 0.0274021
7000, 0.0345079, 42.8209, 0.930022, 0.0270137
8000, 0.0338874, 42.0509, 0.932855, 0.0264082
9000, 0.0333105, 41.335, 0.936267, 0.0255284
10000, 0.0327028, 40.5809, 0.940877, 0.0246239
11000, 0.0321292, 39.8691, 0.945601, 0.0239132
12000, 0.0316905, 39.3247, 0.949398, 0.0232525
13000, 0.0313705, 38.9277, 0.952422, 0.0223358
14000, 0.0311298, 38.6289, 0.955147, 0.0211479
15000, 0.0309995, 38.4673, 0.957745, 0.0200564
17000, 0.0292266, 36.2673, 0.959533, 0.0194225
19000, 0.0286203, 35.5149, 0.96076, 0.0188386
20000, 0.0285791, 35.4638, 0.961025, 0.0189469
21000, 0.0285537, 35.4323, 0.961229, 0.0191152
22000, 0.0285449, 35.4213, 0.961369, 0.0193453
24000, 0.0283169, 35.1384, 0.962012, 0.0190956
25000, 0.0282812, 35.0942, 0.962041, 0.019284
26000, 0.0282528, 35.0589, 0.962034, 0.0195181
27000, 0.028234, 35.0356, 0.961993, 0.0197889
28000, 0.0282264, 35.0262, 0.961926, 0.020104
30000, 0.0280344, 34.7878, 0.962456, 0.0198725
31000, 0.0279974, 34.742, 0.962365, 0.0201158
32000, 0.0279665, 34.7036, 0.962245, 0.0203971
33000, 0.0279437, 34.6754, 0.962092, 0.0207178
34000, 0.0279312, 34.6598, 0.961899, 0.0210812
36000, 0.0277251, 34.404, 0.962458, 0.0207735
37000, 0.027678, 34.3456, 0.962286, 0.0210484
38000, 0.0276388, 34.297, 0.962077, 0.0213662
39000, 0.0276124, 34.2642, 0.961818, 0.0217348
40000, 0.0276051, 34.2551, 0.961525, 0.0221523
42000, 0.0273845, 33.9814, 0.962167, 0.0217676
43000, 0.0273492, 33.9376, 0.961938, 0.0220635
44000, 0.0273319, 33.9162, 0.961689, 0.0223942
46000, 0.0272407, 33.803, 0.961996, 0.0222661
47000, 0.0272225, 33.7803, 0.961808, 0.0225267
48000, 0.0272202, 33.7775, 0.961597, 0.022803
50000, 0.0271388, 33.6766, 0.961966, 0.022593
51000, 0.0271294, 33.6648, 0.961815, 0.0227922
53000, 0.0270854, 33.6103, 0.962022, 0.0227048
54000, 0.0270787, 33.602, 0.961896, 0.0228788
56000, 0.0270375, 33.5508, 0.962116, 0.0227574
57000, 0.0270324, 33.5445, 0.962002, 0.0229135
59000, 0.0269931, 33.4957, 0.962244, 0.0227724
60000, 0.0269885, 33.4901, 0.96215, 0.0229124
62000, 0.0269505, 33.4429, 0.962401, 0.0227639
63000, 0.026946, 33.4373, 0.962324, 0.0228951
65000, 0.0269091, 33.3915, 0.962567, 0.022746
66000, 0.0269045, 33.3858, 0.962489, 0.0228756
68000, 0.0268685, 33.3411, 0.962752, 0.0227198
69000, 0.0268643, 33.3359, 0.962686, 0.0228487
71000, 0.0268293, 33.2925, 0.962953, 0.022691
72000, 0.0268252, 33.2874, 0.962897, 0.0228216
74000, 0.0267912, 33.2452, 0.963167, 0.0226581
75000, 0.0267872, 33.2402, 0.963124, 0.0227833
77000, 0.0267539, 33.1989, 0.963395, 0.0226248
78000, 0.0267498, 33.1939, 0.963358, 0.022749
80000, 0.0267173, 33.1536, 0.963625, 0.0225879
81000, 0.0267132, 33.1484, 0.963595, 0.0227156
83000, 0.0266812, 33.1087, 0.963854, 0.022558
