epoch, stepParameter
1000, 0.11
2000, 0.121
3000, 0.1331
4000, 0.14641
5000, 0.161051
6000, 0.177156
7000, 0.194872
8000, 0.214359
9000, 0.235795
10000, 0.259374
11000, 0.285312
12000, 0.313843
13000, 0.345227
14000, 0.172614
15000, 0.189875
16000, 0.208862
17000, 0.104431
18000, 0.114874
19000, 0.126362
20000, 0.138998
21000, 0.152898
22000, 0.168188
23000, 0.1
24000, 0.11
25000, 0.121
26000, 0.1331
27000, 0.14641
28000, 0.1
29000, 0.11
30000, 0.121
31000, 0.1331
32000, 0.14641
33000, 0.1
34000, 0.11
35000, 0.121
36000, 0.1331
37000, 0.14641
38000, 0.1
39000, 0.11
40000, 0.121
41000, 0.1331
42000, 0.14641
43000, 0.1
44000, 0.11
45000, 0.121
46000, 0.1331
47000, 0.14641
48000, 0.161051
49000, 0.1
50000, 0.11
51000, 0.121
52000, 0.1331
53000, 0.14641
54000, 0.161051
55000, 0.177156
56000, 0.1
57000, 0.11
58000, 0.121
59000, 0.1331
60000, 0.14641
61000, 0.161051
62000, 0.1
63000, 0.11
64000, 0.121
65000, 0.1331
66000, 0.14641
67000, 0.161051
68000, 0.1
69000, 0.11
70000, 0.121
71000, 0.1331
72000, 0.14641
73000, 0.1
74000, 0.11
75000, 0.121
76000, 0.1331
77000, 0.1
78000, 0.11
79000, 0.121
80000, 0.1331
81000, 0.1
82000, 0.11
83000, 0.121
84000, 0.1331
85000, 0.1
86000, 0.11
87000, 0.121
88000, 0.1331
89000, 0.1
90000, 0.11
91000, 0.121
92000, 0.1331
93000, 0.1
94000, 0.11
95000, 0.121
96000, 0.1
97000, 0.11
98000, 0.121
99000, 0.1
100000, 0.11
101000, 0.121
102000, 0.1
103000, 0.11
104000, 0.1
105000, 0.11
106000, 0.1
107000, 0.11
108000, 0.1
109000, 0.11
110000, 0.1
111000, 0.11
112000, 0.1
113000, 0.11
114000, 0.1
115000, 0.11
116000, 0.1
117000, 0.11
118000, 0.1
119000, 0.11
120000, 0.1
121000, 0.11
122000, 0.1
123000, 0.11
124000, 0.1
125000, 0.11
126000, 0.1
127000, 0.11
128000, 0.1
129000, 0.11
130000, 0.1
131000, 0.11
132000, 0.1
133000, 0.11
134000, 0.1
135000, 0.11
136000, 0.1
137000, 0.11
138000, 0.1
139000, 0.11
140000, 0.1
141000, 0.11
142000, 0.1
143000, 0.11
144000, 0.1
145000, 0.11
146000, 0.1
147000, 0.11
148000, 0.1
149000, 0.11
150000, 0.1
151000, 0.11
152000, 0.1
153000, 0.11
154000, 0.1
155000, 0.11
156000, 0.1
157000, 0.11
158000, 0.1
159000, 0.11
160000, 0.1
161000, 0.11
162000, 0.1
163000, 0.11
164000, 0.1
165000, 0.11
166000, 0.1
167000, 0.11
168000, 0.1
169000, 0.11
170000, 0.1
171000, 0.11
172000, 0.1
173000, 0.11
174000, 0.1
175000, 0.11
176000, 0.1
177000, 0.11
178000, 0.1
179000, 0.11
180000, 0.1
181000, 0.1
