epoch, rmse, rmse-dn
214000, 0.0272905, 33.8648
215000, 0.0272871, 33.8606
216000, 0.0272836, 33.8562
217000, 0.0272805, 33.8523
218000, 0.0272779, 33.8491
219000, 0.0272748, 33.8452
220000, 0.0272716, 33.8413
221000, 0.0272683, 33.8372
222000, 0.0272648, 33.8329
223000, 0.0272602, 33.8272
224000, 0.0272561, 33.8221
225000, 0.0272526, 33.8177
226000, 0.0272491, 33.8134
227000, 0.027247, 33.8108
228000, 0.0272445, 33.8077
229000, 0.0272416, 33.8041
230000, 0.0272376, 33.7991
231000, 0.0272337, 33.7943
232000, 0.0272306, 33.7905
233000, 0.0272269, 33.7858
234000, 0.0272235, 33.7817
235000, 0.0272204, 33.7778
236000, 0.0272171, 33.7737
237000, 0.0272134, 33.7691
238000, 0.0272102, 33.7651
239000, 0.0272067, 33.7608
240000, 0.0272024, 33.7555
241000, 0.0271975, 33.7494
242000, 0.0271929, 33.7437
243000, 0.0271882, 33.7378
244000, 0.0271845, 33.7333
245000, 0.0271806, 33.7285
246000, 0.0271771, 33.7241
247000, 0.0271735, 33.7196
248000, 0.0271691, 33.7141
249000, 0.0271653, 33.7094
250000, 0.0271611, 33.7042
251000, 0.0271569, 33.6989
252000, 0.0271517, 33.6925
253000, 0.0271468, 33.6865
254000, 0.0271421, 33.6807
255000, 0.0271382, 33.6758
256000, 0.0271344, 33.6711
257000, 0.0271302, 33.6659
258000, 0.0271258, 33.6604
259000, 0.0271214, 33.6549
260000, 0.0271171, 33.6496
261000, 0.0271128, 33.6443
262000, 0.027109, 33.6395
263000, 0.0271049, 33.6345
264000, 0.0271008, 33.6294
265000, 0.0270962, 33.6237
266000, 0.0270905, 33.6166
267000, 0.0270851, 33.61
268000, 0.0270786, 33.6018
269000, 0.0270725, 33.5942
270000, 0.0270677, 33.5883
271000, 0.0270618, 33.581
272000, 0.0270559, 33.5737
273000, 0.0270496, 33.5658
274000, 0.0270425, 33.5571
275000, 0.0270368, 33.55
276000, 0.0270311, 33.5429
277000, 0.0270255, 33.5359
278000, 0.0270196, 33.5287
279000, 0.0270143, 33.5221
280000, 0.027008, 33.5142
281000, 0.0270019, 33.5066
282000, 0.026997, 33.5006
283000, 0.0269914, 33.4937
284000, 0.0269861, 33.487
285000, 0.0269809, 33.4807
286000, 0.0269762, 33.4748
287000, 0.0269716, 33.469
288000, 0.0269666, 33.4628
289000, 0.026961, 33.456
290000, 0.0269552, 33.4488
291000, 0.0269503, 33.4426
292000, 0.026945, 33.436
293000, 0.0269393, 33.429
294000, 0.0269333, 33.4216
295000, 0.0269271, 33.4139
296000, 0.0269217, 33.4071
297000, 0.0269154, 33.3993
298000, 0.0269096, 33.3921
299000, 0.026904, 33.3852
300000, 0.0268986, 33.3785
301000, 0.0268931, 33.3716
302000, 0.0268866, 33.3636
303000, 0.0268818, 33.3576
304000, 0.0268767, 33.3513
305000, 0.0268714, 33.3447
306000, 0.0268658, 33.3377
307000, 0.0268607, 33.3315
308000, 0.026855, 33.3243
309000, 0.0268495, 33.3175
310000, 0.026844, 33.3108
311000, 0.026838, 33.3033
312000, 0.026833, 33.2971
313000, 0.026828, 33.2908
314000, 0.0268226, 33.2842
315000, 0.0268171, 33.2773
316000, 0.0268117, 33.2706
317000, 0.0268072, 33.2651
318000, 0.0268028, 33.2595
319000, 0.0267985, 33.2542
320000, 0.0267942, 33.2489
321000, 0.0267892, 33.2428
322000, 0.0267847, 33.2372
323000, 0.026781, 33.2325
324000, 0.0267774, 33.2281
325000, 0.0267743, 33.2242
326000, 0.026771, 33.2201
327000, 0.0267682, 33.2167
328000, 0.0267654, 33.2132
329000, 0.0267626, 33.2098
330000, 0.0267602, 33.2067
331000, 0.026757, 33.2028
332000, 0.0267541, 33.1992
333000, 0.0267513, 33.1957
334000, 0.0267471, 33.1905
335000, 0.0267438, 33.1864
336000, 0.0267409, 33.1828
337000, 0.0267377, 33.1788
338000, 0.0267346, 33.1749
339000, 0.0267315, 33.1711
340000, 0.0267286, 33.1675
341000, 0.0267254, 33.1635
342000, 0.0267229, 33.1605
343000, 0.02672, 33.1569
344000, 0.0267172, 33.1533
345000, 0.0267148, 33.1504
346000, 0.0267124, 33.1474
347000, 0.0267103, 33.1448
348000, 0.0267079, 33.1418
349000, 0.0267051, 33.1383
350000, 0.0267026, 33.1353
351000, 0.0267007, 33.1329
352000, 0.0266989, 33.1306
353000, 0.0266972, 33.1286
354000, 0.0266951, 33.1259
355000, 0.0266935, 33.1239
356000, 0.0266921, 33.1222
357000, 0.0266899, 33.1195
358000, 0.0266876, 33.1166
359000, 0.0266859, 33.1145
360000, 0.0266839, 33.112
361000, 0.0266823, 33.1101
362000, 0.0266805, 33.1079
363000, 0.0266794, 33.1065
364000, 0.0266776, 33.1043
365000, 0.0266766, 33.1029
366000, 0.0266761, 33.1024
367000, 0.0266753, 33.1014
368000, 0.0266749, 33.1009
369000, 0.0266742, 33.1
370000, 0.0266735, 33.0991
371000, 0.0266731, 33.0986
