epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0375687, 46.619, 0.811662, 0.0234891
2000, 0.0356835, 44.2796, 0.835457, 0.0217711
3000, 0.0332206, 41.2235, 0.861758, 0.0189694
4000, 0.0311665, 38.6745, 0.894874, 0.0159178
5000, 0.0302623, 37.5525, 0.912914, 0.0150774
6000, 0.0298366, 37.0242, 0.921178, 0.0151857
7000, 0.0294807, 36.5826, 0.925574, 0.0153813
8000, 0.0290632, 36.0646, 0.929915, 0.0151172
9000, 0.0285986, 35.4879, 0.93862, 0.0140696
10000, 0.0281649, 34.9498, 0.947519, 0.0131718
11000, 0.0279158, 34.6407, 0.952045, 0.0132314
12000, 0.0278697, 34.5835, 0.952112, 0.0138838
14000, 0.0273467, 33.9345, 0.949357, 0.0144498
15000, 0.0272899, 33.864, 0.948741, 0.0148042
16000, 0.0272772, 33.8483, 0.948069, 0.0151448
18000, 0.0272125, 33.768, 0.945264, 0.0157286
19000, 0.0271533, 33.6945, 0.945408, 0.0157569
20000, 0.0270894, 33.6152, 0.945984, 0.0156189
21000, 0.0270108, 33.5177, 0.947014, 0.0153649
22000, 0.0269249, 33.411, 0.948251, 0.0150861
23000, 0.0268439, 33.3107, 0.949457, 0.0148798
24000, 0.0267761, 33.2265, 0.950412, 0.0147722
25000, 0.0267395, 33.181, 0.951183, 0.0147606
26000, 0.026721, 33.1581, 0.951742, 0.0148128
28000, 0.0264839, 32.8639, 0.949823, 0.0149108
29000, 0.0264163, 32.7799, 0.950677, 0.0148105
30000, 0.0263716, 32.7245, 0.951292, 0.0147055
31000, 0.0263466, 32.6935, 0.951796, 0.014628
32000, 0.0263327, 32.6763, 0.952196, 0.0146122
34000, 0.0261829, 32.4903, 0.951042, 0.0146972
35000, 0.0261586, 32.4602, 0.95156, 0.014626
36000, 0.0261451, 32.4434, 0.952063, 0.0145505
37000, 0.0261375, 32.434, 0.95233, 0.0145014
39000, 0.0260581, 32.3355, 0.952023, 0.014517
40000, 0.0260467, 32.3214, 0.952374, 0.0144008
42000, 0.0260107, 32.2767, 0.952337, 0.0143963
44000, 0.0259922, 32.2537, 0.95247, 0.0143489
46000, 0.0259761, 32.2338, 0.952549, 0.0143123
48000, 0.0259622, 32.2165, 0.952571, 0.0142794
50000, 0.0259485, 32.1994, 0.952705, 0.014237
52000, 0.0259335, 32.1809, 0.952803, 0.0141974
54000, 0.0259205, 32.1647, 0.952964, 0.0141659
56000, 0.0259103, 32.1521, 0.95303, 0.014133
58000, 0.0258977, 32.1365, 0.953183, 0.0140907
60000, 0.0258844, 32.12, 0.953255, 0.0140612
62000, 0.0258744, 32.1076, 0.953249, 0.0140481
64000, 0.0258607, 32.0905, 0.953294, 0.0140225
66000, 0.0258546, 32.0829, 0.953353, 0.0140041
68000, 0.0258506, 32.078, 0.953388, 0.0139729
70000, 0.0258498, 32.0771, 0.953418, 0.0139496
72000, 0.0258405, 32.0655, 0.953552, 0.013915
74000, 0.0258356, 32.0594, 0.953573, 0.013896
76000, 0.025828, 32.05, 0.953616, 0.0138874
78000, 0.0258223, 32.0428, 0.953643, 0.013887
80000, 0.0258162, 32.0353, 0.953635, 0.0138713
82000, 0.025813, 32.0314, 0.9536, 0.0138597
84000, 0.0257985, 32.0133, 0.953651, 0.0138449
86000, 0.0257867, 31.9987, 0.953722, 0.0138068
88000, 0.0257764, 31.986, 0.953826, 0.0137768
90000, 0.0257634, 31.9699, 0.953959, 0.0137515
92000, 0.0257518, 31.9554, 0.953997, 0.013727
94000, 0.0257428, 31.9442, 0.954044, 0.0136906
96000, 0.0257365, 31.9364, 0.954024, 0.0136636
98000, 0.025729, 31.9271, 0.954086, 0.0136225
100000, 0.0257215, 31.9178, 0.954214, 0.0135536
102000, 0.025713, 31.9073, 0.954372, 0.0134993
104000, 0.0257085, 31.9017, 0.954494, 0.013456
106000, 0.0257061, 31.8987, 0.954577, 0.0134107
108000, 0.0256994, 31.8904, 0.954722, 0.013344
110000, 0.0256956, 31.8856, 0.954861, 0.0132916
112000, 0.0256925, 31.8818, 0.954953, 0.0132707
114000, 0.0256887, 31.8772, 0.955015, 0.0132476
116000, 0.0256856, 31.8733, 0.955046, 0.0132299
118000, 0.0256817, 31.8685, 0.955027, 0.0132025
120000, 0.025672, 31.8564, 0.955138, 0.0131493
122000, 0.0256661, 31.8491, 0.955187, 0.0131144
124000, 0.0256651, 31.8478, 0.955215, 0.0130832
126000, 0.0256651, 31.8478, 0.955236, 0.0130779
