epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0378417, 46.9577, 0.879442, 0.0362794
2000, 0.0361409, 44.8473, 0.895919, 0.0289469
3000, 0.0347236, 43.0885, 0.91573, 0.0225365
4000, 0.0336176, 41.716, 0.927853, 0.0190733
5000, 0.0328852, 40.8073, 0.934107, 0.0172645
6000, 0.0324323, 40.2452, 0.938514, 0.0169932
7000, 0.0317941, 39.4533, 0.939583, 0.0168147
8000, 0.031119, 38.6156, 0.940631, 0.0165013
9000, 0.030584, 37.9517, 0.942263, 0.0164616
10000, 0.0302375, 37.5217, 0.94511, 0.0159855
11000, 0.0300355, 37.2711, 0.947367, 0.0156253
12000, 0.0298784, 37.0762, 0.950124, 0.0153611
13000, 0.0293645, 36.4384, 0.955991, 0.0143275
14000, 0.028901, 35.8633, 0.957753, 0.0145681
15000, 0.02866, 35.5642, 0.958285, 0.0148936
16000, 0.028431, 35.28, 0.958265, 0.0151862
17000, 0.028214, 35.0107, 0.957733, 0.0154862
18000, 0.0280173, 34.7667, 0.956762, 0.0158187
19000, 0.0279128, 34.6369, 0.955016, 0.0164602
20000, 0.0279077, 34.6306, 0.952714, 0.0173927
23000, 0.0267728, 33.2224, 0.962692, 0.01368
25000, 0.0258335, 32.0567, 0.965793, 0.0124201
27000, 0.0257765, 31.9861, 0.965762, 0.012371
29000, 0.0257276, 31.9253, 0.965751, 0.0123549
31000, 0.0256819, 31.8687, 0.965735, 0.0123472
33000, 0.0256388, 31.8152, 0.965759, 0.0123431
35000, 0.0255979, 31.7645, 0.965765, 0.0123513
37000, 0.0255529, 31.7086, 0.965771, 0.0123562
39000, 0.0255067, 31.6513, 0.965749, 0.0123707
41000, 0.0254617, 31.5954, 0.965741, 0.0123896
43000, 0.0254233, 31.5478, 0.965732, 0.0124414
45000, 0.025385, 31.5002, 0.965663, 0.0124927
47000, 0.0253446, 31.4501, 0.965647, 0.0125325
49000, 0.02531, 31.4072, 0.965611, 0.0125779
51000, 0.0252785, 31.3681, 0.96555, 0.0126433
53000, 0.0252501, 31.3329, 0.965519, 0.0127252
55000, 0.0252191, 31.2944, 0.965484, 0.012792
57000, 0.0251892, 31.2573, 0.965465, 0.012835
59000, 0.0251617, 31.2231, 0.965426, 0.0128803
