epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0391067, 48.5275, 0.883614, 0.0232738
2000, 0.0368535, 45.7315, 0.908632, 0.0196248
3000, 0.034682, 43.0369, 0.928988, 0.0165834
4000, 0.0325921, 40.4436, 0.944128, 0.0149725
5000, 0.0309176, 38.3656, 0.952533, 0.014531
6000, 0.0299661, 37.1849, 0.953812, 0.0153925
7000, 0.0294741, 36.5745, 0.953999, 0.0160084
8000, 0.0293827, 36.461, 0.953605, 0.0157928
9000, 0.0293605, 36.4334, 0.953241, 0.0157079
10000, 0.0293236, 36.3877, 0.953444, 0.0155374
11000, 0.0292865, 36.3416, 0.954263, 0.0150719
12000, 0.029219, 36.2579, 0.955933, 0.0145861
13000, 0.029013, 36.0022, 0.958545, 0.0144499
14000, 0.0288146, 35.756, 0.961293, 0.0141833
15000, 0.0286045, 35.4953, 0.963157, 0.0135932
16000, 0.0285972, 35.4862, 0.963535, 0.0130202
18000, 0.026384, 32.7399, 0.96674, 0.0125634
20000, 0.0253607, 31.47, 0.969501, 0.0115538
22000, 0.0249692, 30.9842, 0.969391, 0.0115104
23000, 0.0249456, 30.9549, 0.969313, 0.0114337
25000, 0.0247629, 30.7283, 0.968921, 0.0113059
26000, 0.0247594, 30.724, 0.968932, 0.0112752
27000, 0.0247481, 30.7099, 0.969065, 0.011333
28000, 0.0247389, 30.6985, 0.969208, 0.0113136
29000, 0.0247375, 30.6968, 0.969418, 0.0112248
30000, 0.0247368, 30.6959, 0.969518, 0.0111411
32000, 0.0245835, 30.5056, 0.969209, 0.0109932
33000, 0.0245828, 30.5048, 0.969108, 0.0110278
35000, 0.0245061, 30.4096, 0.969148, 0.0109167
37000, 0.0245059, 30.4094, 0.969419, 0.0104798
39000, 0.0245059, 30.4094, 0.969546, 0.010155
