epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0367861, 45.6479, 0.87951, 0.020667
2000, 0.034977, 43.403, 0.901061, 0.0198387
3000, 0.0332994, 41.3212, 0.91145, 0.0176305
4000, 0.031834, 39.5028, 0.913415, 0.018027
5000, 0.0313056, 38.8471, 0.907921, 0.0195579
6000, 0.031023, 38.4964, 0.906966, 0.0205152
7000, 0.0308927, 38.3347, 0.907442, 0.0212203
8000, 0.0307814, 38.1966, 0.908743, 0.0217491
9000, 0.0305497, 37.9092, 0.912314, 0.0220978
10000, 0.0300327, 37.2675, 0.91713, 0.0226991
11000, 0.0295834, 36.7101, 0.91757, 0.0244155
12000, 0.0292612, 36.3102, 0.914807, 0.0262859
13000, 0.0291218, 36.1373, 0.911997, 0.0272005
14000, 0.0290312, 36.0248, 0.910365, 0.0277679
15000, 0.0289018, 35.8642, 0.908777, 0.0284398
16000, 0.0288132, 35.7543, 0.909873, 0.0283623
17000, 0.0287482, 35.6736, 0.912394, 0.027991
18000, 0.0286956, 35.6083, 0.916179, 0.0274047
19000, 0.0286524, 35.5548, 0.920911, 0.0266605
20000, 0.028616, 35.5095, 0.926164, 0.0259194
21000, 0.0286048, 35.4956, 0.931213, 0.0254734
22000, 0.0284505, 35.3042, 0.937945, 0.0250497
23000, 0.0283145, 35.1354, 0.939583, 0.026261
24000, 0.0279532, 34.6871, 0.940781, 0.0294349
25000, 0.027775, 34.466, 0.939799, 0.0306637
27000, 0.0269152, 33.399, 0.917055, 0.0308827
29000, 0.0256128, 31.7829, 0.943627, 0.0224584
31000, 0.0246104, 30.5391, 0.963143, 0.0155335
33000, 0.0240446, 29.837, 0.967525, 0.0139483
35000, 0.0237269, 29.4427, 0.968565, 0.0135505
37000, 0.0235648, 29.2415, 0.969467, 0.0132381
39000, 0.0234859, 29.1437, 0.969683, 0.0130801
41000, 0.0234859, 29.1437, 0.96963, 0.0132305
