epoch, rmse, rmse-dn, rsqr, mrse
1000, 0.0415393, 51.5461, 0.827314, 0.0605072
2000, 0.0390029, 48.3988, 0.847677, 0.0583371
3000, 0.0371092, 46.0488, 0.860253, 0.0498516
4000, 0.034525, 42.8421, 0.875445, 0.0370032
5000, 0.0321686, 39.9181, 0.887919, 0.0305582
6000, 0.0302676, 37.5591, 0.894496, 0.0285193
7000, 0.0287643, 35.6936, 0.902566, 0.0264331
8000, 0.0285964, 35.4853, 0.911559, 0.0227465
10000, 0.0285534, 35.4319, 0.929282, 0.020056
11000, 0.0284976, 35.3626, 0.93128, 0.0198295
13000, 0.0283943, 35.2345, 0.936113, 0.0195345
15000, 0.0276158, 34.2685, 0.937215, 0.0198532
17000, 0.0265244, 32.9142, 0.936745, 0.0205778
19000, 0.0258119, 32.03, 0.936094, 0.0213102
21000, 0.0257463, 31.9486, 0.936152, 0.0213759
23000, 0.0257349, 31.9345, 0.936425, 0.0213484
25000, 0.025722, 31.9184, 0.936694, 0.0213203
27000, 0.025708, 31.9011, 0.937134, 0.0212638
29000, 0.0256958, 31.8859, 0.937467, 0.0212321
31000, 0.0256837, 31.8709, 0.937791, 0.0211868
33000, 0.0256805, 31.867, 0.937917, 0.0210998
35000, 0.0256701, 31.8541, 0.938086, 0.0210552
37000, 0.0256629, 31.8451, 0.938312, 0.021002
39000, 0.025662, 31.844, 0.938494, 0.0209466
41000, 0.025662, 31.844, 0.938658, 0.0208865
