epoch, rmse, rmse-dn
1000, 0.0395613, 49.0916
2000, 0.0375428, 46.5869
3000, 0.0368493, 45.7263
4000, 0.0362115, 44.9349
5000, 0.0355791, 44.1501
6000, 0.0349986, 43.4297
7000, 0.0345131, 42.8273
8000, 0.0341498, 42.3765
9000, 0.0339162, 42.0866
10000, 0.0337955, 41.9368
11000, 0.0337626, 41.896
13000, 0.0330722, 41.0393
14000, 0.0330521, 41.0144
16000, 0.0328242, 40.7315
17000, 0.0328118, 40.7161
18000, 0.032808, 40.7114
20000, 0.0327111, 40.5911
22000, 0.0326837, 40.5572
24000, 0.0326589, 40.5265
26000, 0.0326365, 40.4986
28000, 0.0326161, 40.4733
30000, 0.0325878, 40.4382
31000, 0.0325687, 40.4145
32000, 0.0325509, 40.3924
33000, 0.0325335, 40.3708
34000, 0.0325165, 40.3498
35000, 0.0324999, 40.3291
36000, 0.0324823, 40.3073
37000, 0.032465, 40.2859
38000, 0.0324461, 40.2623
39000, 0.0324269, 40.2386
40000, 0.0324065, 40.2132
41000, 0.0323848, 40.1863
42000, 0.0323615, 40.1574
43000, 0.0323373, 40.1274
44000, 0.0323122, 40.0961
45000, 0.0322878, 40.066
46000, 0.0322625, 40.0346
47000, 0.0322376, 40.0037
48000, 0.0322133, 39.9735
49000, 0.0321897, 39.9442
50000, 0.0321671, 39.9161
51000, 0.0321453, 39.8891
52000, 0.0321264, 39.8657
53000, 0.0321073, 39.842
54000, 0.0320905, 39.8211
55000, 0.0320773, 39.8047
56000, 0.0320649, 39.7893
57000, 0.032055, 39.777
58000, 0.0320467, 39.7668
59000, 0.0320394, 39.7577
60000, 0.0320326, 39.7492
61000, 0.0320265, 39.7416
62000, 0.0320215, 39.7355
63000, 0.0320186, 39.7319
64000, 0.0320157, 39.7282
65000, 0.0320135, 39.7255
66000, 0.0320117, 39.7234
67000, 0.0320105, 39.7219
68000, 0.0320096, 39.7207
69000, 0.0320083, 39.7191
70000, 0.0320072, 39.7178
71000, 0.0320065, 39.7168
72000, 0.0320056, 39.7158
73000, 0.0320051, 39.7151
74000, 0.0320044, 39.7143
75000, 0.0320039, 39.7137
76000, 0.0320035, 39.7131
77000, 0.0320026, 39.7121
78000, 0.0320021, 39.7114
79000, 0.0320015, 39.7106
80000, 0.0320008, 39.7098
81000, 0.0320003, 39.7092
82000, 0.032, 39.7088
83000, 0.0319998, 39.7086
84000, 0.0319997, 39.7085
85000, 0.0319995, 39.7082
86000, 0.0319991, 39.7077
87000, 0.0319989, 39.7074
88000, 0.0319988, 39.7073
