epoch, rmse, rmse-dn
156000, 0.0324831, 40.3082
157000, 0.0324822, 40.3072
158000, 0.0324814, 40.3062
159000, 0.0324808, 40.3054
160000, 0.0324801, 40.3046
161000, 0.0324794, 40.3037
162000, 0.0324786, 40.3027
163000, 0.0324778, 40.3017
164000, 0.0324774, 40.3012
165000, 0.0324769, 40.3006
166000, 0.0324765, 40.3001
167000, 0.0324759, 40.2993
168000, 0.0324753, 40.2986
169000, 0.0324745, 40.2977
170000, 0.032474, 40.297
171000, 0.0324732, 40.296
172000, 0.0324725, 40.2952
173000, 0.0324718, 40.2942
174000, 0.0324713, 40.2936
175000, 0.0324706, 40.2928
176000, 0.0324702, 40.2923
177000, 0.0324695, 40.2914
178000, 0.0324687, 40.2904
179000, 0.0324678, 40.2893
180000, 0.0324671, 40.2884
181000, 0.0324666, 40.2878
182000, 0.0324661, 40.2872
183000, 0.0324657, 40.2867
184000, 0.0324653, 40.2862
185000, 0.0324649, 40.2858
186000, 0.0324643, 40.2849
187000, 0.0324636, 40.2841
188000, 0.0324626, 40.2829
189000, 0.0324617, 40.2818
190000, 0.032461, 40.2808
191000, 0.0324604, 40.2801
192000, 0.0324599, 40.2795
193000, 0.0324592, 40.2787
194000, 0.0324585, 40.2778
195000, 0.0324577, 40.2768
196000, 0.0324568, 40.2757
197000, 0.032456, 40.2746
198000, 0.0324552, 40.2737
199000, 0.0324544, 40.2727
200000, 0.0324538, 40.2719
201000, 0.032453, 40.2709
202000, 0.0324522, 40.27
203000, 0.0324515, 40.269
204000, 0.0324508, 40.2682
205000, 0.0324502, 40.2675
206000, 0.0324498, 40.2669
207000, 0.0324494, 40.2665
208000, 0.0324492, 40.2662
209000, 0.0324488, 40.2657
210000, 0.0324481, 40.2649
211000, 0.0324476, 40.2643
212000, 0.0324471, 40.2636
213000, 0.0324466, 40.2629
214000, 0.0324458, 40.262
215000, 0.0324451, 40.2612
216000, 0.0324447, 40.2607
217000, 0.0324443, 40.2601
218000, 0.0324437, 40.2594
219000, 0.0324433, 40.2589
220000, 0.0324428, 40.2583
221000, 0.0324423, 40.2576
222000, 0.0324416, 40.2568
223000, 0.0324409, 40.2559
224000, 0.0324403, 40.2551
225000, 0.0324396, 40.2543
226000, 0.0324391, 40.2537
227000, 0.0324386, 40.2531
228000, 0.0324378, 40.2521
229000, 0.032437, 40.251
230000, 0.0324362, 40.2501
231000, 0.0324354, 40.2491
232000, 0.0324347, 40.2482
233000, 0.032434, 40.2474
234000, 0.0324334, 40.2467
235000, 0.0324327, 40.2458
236000, 0.0324318, 40.2446
237000, 0.032431, 40.2436
238000, 0.0324304, 40.2428
239000, 0.0324296, 40.2419
240000, 0.0324289, 40.2411
241000, 0.0324283, 40.2403
242000, 0.0324275, 40.2393
243000, 0.0324268, 40.2384
244000, 0.0324263, 40.2377
245000, 0.0324259, 40.2373
246000, 0.0324253, 40.2366
247000, 0.0324248, 40.2359
248000, 0.0324242, 40.2352
249000, 0.0324237, 40.2345
250000, 0.0324231, 40.2338
251000, 0.0324224, 40.2329
252000, 0.0324216, 40.2319
253000, 0.0324209, 40.2311
254000, 0.0324202, 40.2303
255000, 0.0324195, 40.2293
256000, 0.0324187, 40.2284
257000, 0.0324177, 40.2271
258000, 0.0324166, 40.2258
259000, 0.0324159, 40.2249
260000, 0.0324151, 40.2239
261000, 0.0324144, 40.223
262000, 0.0324139, 40.2224
263000, 0.0324134, 40.2218
264000, 0.0324129, 40.2211
265000, 0.0324123, 40.2204
266000, 0.0324116, 40.2196
267000, 0.0324109, 40.2187
268000, 0.0324102, 40.2178
269000, 0.0324095, 40.2169
270000, 0.0324087, 40.2159
271000, 0.0324079, 40.215
272000, 0.032407, 40.2139
273000, 0.032406, 40.2126
274000, 0.0324053, 40.2117
275000, 0.0324046, 40.2109
276000, 0.0324041, 40.2102
277000, 0.0324035, 40.2096
278000, 0.0324031, 40.209
279000, 0.0324027, 40.2085
280000, 0.0324023, 40.208
281000, 0.0324019, 40.2076
282000, 0.0324015, 40.2071
283000, 0.0324013, 40.2068
284000, 0.0324011, 40.2066
285000, 0.0324008, 40.2062
286000, 0.0324003, 40.2056
287000, 0.0323998, 40.2049
288000, 0.0323993, 40.2043
289000, 0.0323988, 40.2037
290000, 0.0323984, 40.2032
291000, 0.032398, 40.2027
292000, 0.0323974, 40.2019
293000, 0.0323969, 40.2014
294000, 0.0323965, 40.2008
295000, 0.0323959, 40.2001
296000, 0.0323955, 40.1996
297000, 0.0323953, 40.1994
298000, 0.032395, 40.1989
299000, 0.0323947, 40.1985
