epoch, rmse, rmse-dn
1000, 0.0424303, 52.6518
2000, 0.0396103, 49.1524
3000, 0.0387923, 48.1374
4000, 0.0381943, 47.3953
5000, 0.0376733, 46.7488
6000, 0.0372125, 46.177
7000, 0.0368263, 45.6977
8000, 0.0365237, 45.3223
9000, 0.0362937, 45.0369
10000, 0.0361078, 44.8061
11000, 0.0359493, 44.6094
12000, 0.0358291, 44.4604
13000, 0.0357546, 44.3679
14000, 0.0357153, 44.3192
15000, 0.035694, 44.2927
16000, 0.0356728, 44.2664
17000, 0.0356402, 44.226
18000, 0.0355846, 44.1569
19000, 0.0355054, 44.0586
20000, 0.0354118, 43.9425
21000, 0.0353245, 43.8342
22000, 0.0352684, 43.7646
23000, 0.0352465, 43.7374
24000, 0.0352405, 43.7299
25000, 0.0352345, 43.7224
26000, 0.0352171, 43.7009
27000, 0.0351889, 43.6659
28000, 0.0351526, 43.6209
29000, 0.0351155, 43.5749
30000, 0.035086, 43.5382
31000, 0.0350777, 43.5279
35000, 0.034569, 42.8967
37000, 0.0338572, 42.0134
39000, 0.0336139, 41.7115
41000, 0.0335852, 41.6758
43000, 0.0335586, 41.6429
45000, 0.033534, 41.6124
47000, 0.0335101, 41.5827
49000, 0.0334677, 41.53
50000, 0.0334444, 41.5012
51000, 0.0334216, 41.4729
52000, 0.0333993, 41.4452
53000, 0.0333781, 41.4188
54000, 0.0333564, 41.3919
55000, 0.0333347, 41.365
56000, 0.0333134, 41.3386
57000, 0.033292, 41.3121
58000, 0.0332705, 41.2853
59000, 0.033248, 41.2575
60000, 0.0332251, 41.2291
61000, 0.0332025, 41.201
62000, 0.0331786, 41.1713
63000, 0.033153, 41.1395
64000, 0.0331276, 41.108
65000, 0.0331009, 41.075
66000, 0.033073, 41.0403
67000, 0.033046, 41.0068
68000, 0.0330179, 40.9719
69000, 0.0329887, 40.9357
70000, 0.0329595, 40.8995
71000, 0.032931, 40.864
72000, 0.0329034, 40.8298
73000, 0.0328766, 40.7966
74000, 0.0328509, 40.7646
75000, 0.0328256, 40.7332
76000, 0.0328024, 40.7045
77000, 0.0327804, 40.6772
78000, 0.0327596, 40.6514
79000, 0.0327407, 40.628
80000, 0.0327231, 40.606
81000, 0.0327067, 40.5858
82000, 0.032692, 40.5675
83000, 0.0326778, 40.5499
84000, 0.032664, 40.5328
85000, 0.0326504, 40.5158
86000, 0.0326387, 40.5013
87000, 0.0326279, 40.488
88000, 0.0326171, 40.4746
89000, 0.0326081, 40.4634
90000, 0.0325999, 40.4533
91000, 0.0325927, 40.4442
92000, 0.0325845, 40.4341
93000, 0.0325772, 40.425
94000, 0.0325715, 40.4179
95000, 0.0325657, 40.4107
96000, 0.0325614, 40.4055
97000, 0.0325569, 40.3999
98000, 0.0325529, 40.3949
99000, 0.0325487, 40.3897
100000, 0.0325445, 40.3844
101000, 0.0325415, 40.3807
102000, 0.0325384, 40.377
103000, 0.0325356, 40.3734
104000, 0.0325329, 40.3701
105000, 0.0325304, 40.367
106000, 0.0325282, 40.3643
107000, 0.0325265, 40.3622
108000, 0.0325241, 40.3591
109000, 0.0325224, 40.357
110000, 0.0325204, 40.3546
111000, 0.032519, 40.3528
112000, 0.0325182, 40.3518
113000, 0.0325167, 40.35
114000, 0.0325155, 40.3485
115000, 0.0325144, 40.3472
116000, 0.0325133, 40.3457
117000, 0.0325123, 40.3446
118000, 0.0325108, 40.3427
119000, 0.0325099, 40.3415
120000, 0.0325089, 40.3403
121000, 0.032508, 40.3392
122000, 0.032507, 40.3379
123000, 0.0325062, 40.3369
124000, 0.0325052, 40.3357
125000, 0.0325043, 40.3346
126000, 0.0325033, 40.3333
127000, 0.0325024, 40.3322
128000, 0.0325016, 40.3312
129000, 0.032501, 40.3304
130000, 0.0325003, 40.3296
131000, 0.0324996, 40.3288
132000, 0.0324988, 40.3278
133000, 0.0324979, 40.3267
134000, 0.0324974, 40.326
135000, 0.0324967, 40.3252
136000, 0.0324961, 40.3244
137000, 0.0324953, 40.3234
138000, 0.0324947, 40.3227
139000, 0.0324942, 40.3221
140000, 0.0324939, 40.3217
141000, 0.0324936, 40.3213
142000, 0.032493, 40.3205
143000, 0.0324926, 40.3201
144000, 0.0324923, 40.3197
145000, 0.0324919, 40.3192
146000, 0.0324915, 40.3186
147000, 0.0324908, 40.3179
148000, 0.0324902, 40.317
149000, 0.0324893, 40.316
150000, 0.0324885, 40.315
151000, 0.0324876, 40.3138
152000, 0.0324867, 40.3127
153000, 0.0324857, 40.3116
154000, 0.0324851, 40.3107
155000, 0.0324842, 40.3096
