epoch, rmse, rmse-dn
1000, 0.052507, 65.1559
2000, 0.040441, 50.1832
3000, 0.0379887, 47.1401
4000, 0.0374203, 46.4349
5000, 0.0369268, 45.8225
6000, 0.0363823, 45.1468
7000, 0.0357904, 44.4123
8000, 0.0352201, 43.7046
9000, 0.0347297, 43.0961
10000, 0.0343599, 42.6372
11000, 0.0341581, 42.3867
12000, 0.0340598, 42.2648
13000, 0.0340033, 42.1947
14000, 0.0339639, 42.1457
15000, 0.033934, 42.1087
16000, 0.033913, 42.0826
17000, 0.0339028, 42.0699
19000, 0.0337267, 41.8515
20000, 0.0337122, 41.8335
21000, 0.033702, 41.8208
22000, 0.0336946, 41.8116
23000, 0.0336906, 41.8067
25000, 0.0335025, 41.5733
27000, 0.0332342, 41.2403
29000, 0.033169, 41.1594
31000, 0.0331468, 41.1319
33000, 0.0331269, 41.1072
35000, 0.0331086, 41.0844
37000, 0.0330912, 41.0628
39000, 0.0330641, 41.0292
40000, 0.0330471, 41.0081
41000, 0.0330308, 40.9879
42000, 0.0330144, 40.9675
43000, 0.0329985, 40.9479
44000, 0.0329826, 40.9281
45000, 0.0329665, 40.9081
46000, 0.0329503, 40.888
47000, 0.0329336, 40.8674
48000, 0.0329166, 40.8462
49000, 0.0328985, 40.8237
50000, 0.0328804, 40.8013
51000, 0.0328612, 40.7774
52000, 0.0328416, 40.7531
53000, 0.0328215, 40.7282
54000, 0.0328012, 40.703
55000, 0.0327803, 40.6771
56000, 0.0327596, 40.6514
57000, 0.0327387, 40.6254
58000, 0.032718, 40.5998
59000, 0.0326978, 40.5746
60000, 0.0326782, 40.5504
61000, 0.0326592, 40.5268
62000, 0.03264, 40.503
63000, 0.0326213, 40.4798
64000, 0.0326012, 40.4548
65000, 0.0325814, 40.4302
66000, 0.032562, 40.4062
67000, 0.0325427, 40.3822
68000, 0.0325237, 40.3587
69000, 0.0325053, 40.3358
70000, 0.0324877, 40.314
71000, 0.0324716, 40.294
72000, 0.032456, 40.2746
73000, 0.0324409, 40.2559
74000, 0.0324276, 40.2395
75000, 0.0324162, 40.2252
76000, 0.0324058, 40.2124
77000, 0.0323973, 40.2018
78000, 0.0323892, 40.1918
79000, 0.0323823, 40.1832
80000, 0.0323763, 40.1758
81000, 0.0323711, 40.1692
82000, 0.032366, 40.1629
83000, 0.0323607, 40.1564
84000, 0.0323566, 40.1513
85000, 0.0323523, 40.146
86000, 0.0323492, 40.1421
87000, 0.0323464, 40.1387
88000, 0.0323441, 40.1357
89000, 0.032342, 40.1332
90000, 0.0323402, 40.131
91000, 0.0323387, 40.1291
92000, 0.0323374, 40.1275
93000, 0.0323359, 40.1256
94000, 0.0323347, 40.1241
95000, 0.0323334, 40.1225
96000, 0.0323324, 40.1213
97000, 0.0323315, 40.1202
98000, 0.0323307, 40.1191
99000, 0.0323298, 40.1181
100000, 0.032329, 40.1171
101000, 0.0323285, 40.1165
102000, 0.0323279, 40.1157
103000, 0.0323272, 40.1148
104000, 0.0323266, 40.114
105000, 0.0323258, 40.1131
106000, 0.0323251, 40.1123
107000, 0.0323245, 40.1115
108000, 0.0323238, 40.1106
109000, 0.032323, 40.1096
110000, 0.0323221, 40.1085
111000, 0.0323214, 40.1076
112000, 0.0323205, 40.1065
113000, 0.0323198, 40.1057
114000, 0.0323191, 40.1048
115000, 0.0323185, 40.104
116000, 0.0323178, 40.1032
117000, 0.0323172, 40.1024
118000, 0.0323167, 40.1017
119000, 0.032316, 40.1009
120000, 0.0323152, 40.0999
121000, 0.0323144, 40.0989
122000, 0.0323139, 40.0983
123000, 0.0323135, 40.0979
124000, 0.0323129, 40.0971
125000, 0.0323124, 40.0965
126000, 0.032312, 40.0959
127000, 0.0323112, 40.095
128000, 0.0323106, 40.0942
129000, 0.0323098, 40.0932
130000, 0.0323092, 40.0924
131000, 0.0323085, 40.0917
132000, 0.0323078, 40.0907
133000, 0.0323071, 40.0899
134000, 0.0323063, 40.0889
135000, 0.0323056, 40.088
136000, 0.0323048, 40.087
137000, 0.0323042, 40.0863
138000, 0.0323036, 40.0856
139000, 0.0323029, 40.0847
140000, 0.0323024, 40.0841
141000, 0.032302, 40.0835
142000, 0.0323016, 40.0831
143000, 0.0323012, 40.0826
144000, 0.0323004, 40.0815
145000, 0.0322994, 40.0803
146000, 0.0322985, 40.0792
