epoch, rmse, rmse-dn
147000, 0.0322972, 40.0776
148000, 0.0322962, 40.0763
149000, 0.0322953, 40.0753
150000, 0.0322943, 40.074
151000, 0.0322932, 40.0726
152000, 0.032292, 40.0712
153000, 0.0322911, 40.07
154000, 0.0322902, 40.0689
155000, 0.0322892, 40.0677
156000, 0.0322884, 40.0667
157000, 0.0322877, 40.0658
158000, 0.032287, 40.0649
159000, 0.0322863, 40.0641
160000, 0.0322857, 40.0634
161000, 0.0322851, 40.0626
162000, 0.0322845, 40.0619
163000, 0.0322839, 40.0611
164000, 0.0322831, 40.0601
165000, 0.0322822, 40.059
166000, 0.0322809, 40.0574
167000, 0.0322797, 40.0559
168000, 0.0322787, 40.0547
169000, 0.032278, 40.0537
170000, 0.0322772, 40.0528
171000, 0.0322764, 40.0518
172000, 0.0322754, 40.0505
173000, 0.0322744, 40.0493
174000, 0.0322737, 40.0484
175000, 0.0322732, 40.0478
176000, 0.0322724, 40.0469
177000, 0.0322718, 40.0461
178000, 0.032271, 40.0451
179000, 0.0322702, 40.0441
180000, 0.0322699, 40.0437
181000, 0.0322696, 40.0434
182000, 0.032269, 40.0426
183000, 0.0322683, 40.0418
184000, 0.0322679, 40.0412
185000, 0.0322674, 40.0406
186000, 0.0322669, 40.04
187000, 0.0322664, 40.0394
188000, 0.032266, 40.0389
189000, 0.0322657, 40.0386
190000, 0.0322654, 40.0381
191000, 0.0322647, 40.0373
192000, 0.0322643, 40.0367
193000, 0.0322637, 40.036
194000, 0.0322634, 40.0357
195000, 0.032263, 40.0351
196000, 0.0322625, 40.0345
197000, 0.0322618, 40.0337
198000, 0.0322612, 40.0329
199000, 0.0322603, 40.0318
200000, 0.0322592, 40.0305
201000, 0.0322583, 40.0294
202000, 0.0322575, 40.0283
203000, 0.0322566, 40.0272
204000, 0.0322558, 40.0263
205000, 0.0322552, 40.0255
206000, 0.0322547, 40.0249
207000, 0.0322543, 40.0244
208000, 0.0322537, 40.0236
209000, 0.032253, 40.0228
210000, 0.0322526, 40.0223
211000, 0.0322518, 40.0213
212000, 0.0322512, 40.0205
213000, 0.0322503, 40.0193
214000, 0.0322493, 40.0181
215000, 0.0322485, 40.0171
216000, 0.0322476, 40.0161
217000, 0.0322471, 40.0154
218000, 0.0322463, 40.0145
219000, 0.0322454, 40.0133
220000, 0.0322445, 40.0123
221000, 0.032244, 40.0116
222000, 0.0322435, 40.0109
223000, 0.032243, 40.0103
224000, 0.0322422, 40.0093
225000, 0.0322415, 40.0084
226000, 0.032241, 40.0079
227000, 0.0322409, 40.0077
228000, 0.0322405, 40.0072
229000, 0.03224, 40.0066
230000, 0.0322396, 40.0061
231000, 0.0322391, 40.0055
232000, 0.0322386, 40.0049
233000, 0.0322383, 40.0045
234000, 0.0322377, 40.0037
235000, 0.0322371, 40.003
236000, 0.0322367, 40.0025
237000, 0.0322361, 40.0018
238000, 0.0322358, 40.0015
239000, 0.0322356, 40.0012
240000, 0.0322352, 40.0007
241000, 0.0322351, 40.0005
