epoch, rmse, rmse-dn
1000, 0.0500441, 62.0997
2000, 0.0385191, 47.7984
3000, 0.0372548, 46.2294
4000, 0.0366039, 45.4218
5000, 0.035971, 44.6364
6000, 0.0352047, 43.6856
7000, 0.0345906, 42.9235
8000, 0.0342309, 42.4771
9000, 0.0339786, 42.164
10000, 0.0338081, 41.9524
11000, 0.0336977, 41.8154
12000, 0.0336261, 41.7266
13000, 0.0335786, 41.6676
14000, 0.0335418, 41.6221
15000, 0.0335064, 41.5781
16000, 0.0334693, 41.532
17000, 0.0334401, 41.4958
18000, 0.0334354, 41.49
20000, 0.0333578, 41.3937
21000, 0.0333045, 41.3275
22000, 0.0332769, 41.2933
23000, 0.0332705, 41.2854
26000, 0.0332035, 41.2023
27000, 0.0332006, 41.1986
29000, 0.0331533, 41.14
31000, 0.0331391, 41.1223
33000, 0.0331279, 41.1084
35000, 0.0331181, 41.0963
37000, 0.0331094, 41.0854
39000, 0.033093, 41.0651
40000, 0.0330842, 41.0542
41000, 0.0330758, 41.0438
42000, 0.0330684, 41.0346
43000, 0.0330613, 41.0257
44000, 0.0330539, 41.0165
45000, 0.0330464, 41.0073
46000, 0.0330385, 40.9974
47000, 0.0330308, 40.9879
48000, 0.0330225, 40.9776
49000, 0.033013, 40.9658
50000, 0.0330024, 40.9527
51000, 0.0329902, 40.9375
52000, 0.032976, 40.9199
53000, 0.0329612, 40.9016
54000, 0.0329438, 40.8799
55000, 0.0329234, 40.8547
56000, 0.0329011, 40.827
57000, 0.0328758, 40.7955
58000, 0.0328496, 40.7631
59000, 0.032822, 40.7288
60000, 0.0327922, 40.6918
61000, 0.0327628, 40.6554
62000, 0.0327331, 40.6185
63000, 0.032705, 40.5837
64000, 0.0326787, 40.551
65000, 0.0326549, 40.5215
66000, 0.0326316, 40.4925
67000, 0.0326107, 40.4666
68000, 0.032593, 40.4446
69000, 0.0325776, 40.4255
70000, 0.0325632, 40.4077
71000, 0.032551, 40.3926
72000, 0.0325391, 40.3777
73000, 0.0325291, 40.3654
74000, 0.0325206, 40.3549
75000, 0.0325131, 40.3455
76000, 0.0325068, 40.3377
77000, 0.0325014, 40.331
78000, 0.0324963, 40.3247
79000, 0.0324922, 40.3195
80000, 0.0324879, 40.3143
81000, 0.0324842, 40.3097
82000, 0.0324809, 40.3056
83000, 0.0324786, 40.3026
84000, 0.0324757, 40.2991
85000, 0.0324734, 40.2963
86000, 0.0324707, 40.2929
87000, 0.0324685, 40.2902
88000, 0.0324671, 40.2885
89000, 0.0324655, 40.2864
90000, 0.0324643, 40.285
91000, 0.0324627, 40.283
92000, 0.0324615, 40.2815
93000, 0.0324605, 40.2803
94000, 0.0324595, 40.279
95000, 0.0324587, 40.278
96000, 0.0324581, 40.2772
97000, 0.0324577, 40.2767
98000, 0.0324571, 40.276
99000, 0.0324565, 40.2752
100000, 0.0324556, 40.2741
101000, 0.032455, 40.2734
102000, 0.0324544, 40.2727
103000, 0.0324539, 40.272
104000, 0.0324535, 40.2716
105000, 0.032453, 40.2709
106000, 0.0324526, 40.2704
107000, 0.0324523, 40.2701
108000, 0.0324521, 40.2698
109000, 0.0324518, 40.2695
110000, 0.0324516, 40.2691
111000, 0.0324514, 40.2689
112000, 0.0324509, 40.2684
113000, 0.0324504, 40.2677
114000, 0.0324501, 40.2674
115000, 0.0324499, 40.267
116000, 0.0324496, 40.2667
117000, 0.0324494, 40.2664
118000, 0.0324491, 40.2661
119000, 0.0324491, 40.266
120000, 0.032449, 40.2659
121000, 0.0324487, 40.2656
122000, 0.0324485, 40.2653
123000, 0.0324484, 40.2652
124000, 0.0324484, 40.2652
