epoch, stepParameter
1000, 0.11
2000, 0.121
3000, 0.1331
4000, 0.14641
5000, 0.161051
6000, 0.177156
7000, 0.194872
8000, 0.214359
9000, 0.235795
10000, 0.259374
11000, 0.285312
12000, 0.313843
13000, 0.345227
14000, 0.37975
15000, 0.189875
16000, 0.208862
17000, 0.229749
18000, 0.114874
19000, 0.126362
20000, 0.138998
21000, 0.1
22000, 0.11
23000, 0.121
24000, 0.1
25000, 0.11
26000, 0.1
27000, 0.11
28000, 0.1
29000, 0.11
30000, 0.1
31000, 0.11
32000, 0.1
33000, 0.11
34000, 0.1
35000, 0.0962563
36000, 0.095486
37000, 0.0945672
38000, 0.0934757
39000, 0.0921851
40000, 0.0906677
41000, 0.0888956
42000, 0.0868418
43000, 0.0844829
44000, 0.0818013
45000, 0.0787881
46000, 0.0754467
47000, 0.0717948
48000, 0.0678664
49000, 0.0637122
50000, 0.0593977
51000, 0.055
52000, 0.0506023
53000, 0.0462878
54000, 0.0421336
55000, 0.0382052
56000, 0.0345533
57000, 0.0312119
58000, 0.0281988
59000, 0.0255171
60000, 0.0231582
61000, 0.0211044
62000, 0.0193322
63000, 0.0178149
64000, 0.0165243
65000, 0.0154328
66000, 0.014514
67000, 0.0137437
68000, 0.0131001
69000, 0.0125638
70000, 0.0121181
71000, 0.0117483
72000, 0.011442
73000, 0.0111886
74000, 0.0109793
75000, 0.0108065
76000, 0.0106639
77000, 0.0105465
78000, 0.0104496
79000, 0.0103699
80000, 0.0103043
81000, 0.0102502
82000, 0.0102058
83000, 0.0101692
84000, 0.0101391
85000, 0.0101144
86000, 0.010094
87000, 0.0100773
88000, 0.0100636
89000, 0.0100522
90000, 0.0100429
